ID,Name,Rareness,ItemType,LevelRequirement,HonorPointReq,SkillBonusID1,SkillBonusID2,SkillBonusID3,SkillBonusAmount1,SkillBonusAmount2,SkillBonusAmount3,Description2,Description3,
43099,Double Headed Spear,1,20,30,4294966326,0,0,0,0,0,0,,,
43100,Double Headed Spear,1,20,30,4294966326,0,0,0,0,0,0,,,
43101,Double Headed Spear,1,20,31,4294966327,0,0,0,0,0,0,,,
43102,Double Headed Spear,1,20,31,4294966327,0,0,0,0,0,0,,,
43103,Double Headed Spear,1,20,31,4294966327,0,0,0,0,0,0,,,
43104,Double Headed Spear,1,20,31,4294966327,0,0,0,0,0,0,,,
43105,Double Headed Spear,1,20,31,4294966327,0,0,0,0,0,0,,,
43106,Double Headed Spear,1,20,32,4294966328,0,0,0,0,0,0,,,
43107,Double Headed Spear,1,20,32,4294966328,0,0,0,0,0,0,,,
43108,Double Headed Spear,1,20,32,4294966328,0,0,0,0,0,0,,,
43109,Double Headed Spear,1,20,32,4294966328,0,0,0,0,0,0,,,
43110,Double Headed Spear,1,20,32,4294966328,0,0,0,0,0,0,,,
43111,Double Headed Spear,1,20,33,4294966329,0,0,0,0,0,0,,,
43112,Double Headed Spear,1,20,33,4294966329,0,0,0,0,0,0,,,
43113,Double Headed Spear,1,20,33,4294966329,0,0,0,0,0,0,,,
43114,Double Headed Spear,1,20,33,4294966329,0,0,0,0,0,0,,,
43115,Double Headed Spear,1,20,33,4294966329,0,0,0,0,0,0,,,
43116,Yaksa Spear,1,20,34,4294966330,0,0,0,0,0,0,,,
43117,Yaksa Spear,1,20,34,4294966330,0,0,0,0,0,0,,,
43118,Yaksa Spear,1,20,34,4294966330,0,0,0,0,0,0,,,
43119,Yaksa Spear,1,20,34,4294966330,0,0,0,0,0,0,,,
43120,Yaksa Spear,1,20,34,4294966330,0,0,0,0,0,0,,,
43121,Yaksa Spear,1,20,35,4294966331,0,0,0,0,0,0,,,
43122,Yaksa Spear,1,20,35,4294966331,0,0,0,0,0,0,,,
43123,Yaksa Spear,1,20,35,4294966331,0,0,0,0,0,0,,,
43124,Yaksa Spear,1,20,35,4294966331,0,0,0,0,0,0,,,
43125,Yaksa Spear,1,20,35,4294966331,0,0,0,0,0,0,,,
43126,Yaksa Spear,1,20,36,4294966332,0,0,0,0,0,0,,,
43127,Yaksa Spear,1,20,36,4294966332,0,0,0,0,0,0,,,
43128,Yaksa Spear,1,20,36,4294966332,0,0,0,0,0,0,,,
43129,Yaksa Spear,1,20,36,4294966332,0,0,0,0,0,0,,,
43130,Yaksa Spear,1,20,36,4294966332,0,0,0,0,0,0,,,
43131,Yaksa Spear,1,20,37,4294966333,0,0,0,0,0,0,,,
43132,Yaksa Spear,1,20,37,4294966333,0,0,0,0,0,0,,,
43133,Yaksa Spear,1,20,37,4294966333,0,0,0,0,0,0,,,
43134,Yaksa Spear,1,20,37,4294966333,0,0,0,0,0,0,,,
43135,Yaksa Spear,1,20,37,4294966333,0,0,0,0,0,0,,,
43136,Fire Demon Spear,1,20,38,4294966334,0,0,0,0,0,0,,,
43137,Fire Demon Spear,1,20,38,4294966334,0,0,0,0,0,0,,,
43138,Fire Demon Spear,1,20,38,4294966334,0,0,0,0,0,0,,,
43139,Fire Demon Spear,1,20,38,4294966334,0,0,0,0,0,0,,,
43140,Fire Demon Spear,1,20,38,4294966334,0,0,0,0,0,0,,,
43141,Fire Demon Spear,1,20,39,4294966335,0,0,0,0,0,0,,,
43142,Fire Demon Spear,1,20,39,4294966335,0,0,0,0,0,0,,,
43143,Fire Demon Spear,1,20,39,4294966335,0,0,0,0,0,0,,,
43144,Fire Demon Spear,1,20,39,4294966335,0,0,0,0,0,0,,,
43145,Fire Demon Spear,1,20,39,4294966335,0,0,0,0,0,0,,,
43146,Fire Demon Spear,1,20,40,4294966336,0,0,0,0,0,0,,,
43147,Fire Demon Spear,1,20,40,4294966336,0,0,0,0,0,0,,,
43148,Fire Demon Spear,1,20,40,4294966336,0,0,0,0,0,0,,,
43149,Fire Demon Spear,1,20,40,4294966336,0,0,0,0,0,0,,,
43150,Fire Demon Spear,1,20,40,4294966336,0,0,0,0,0,0,,,
43151,Fire Demon Spear,1,20,41,4294966337,0,0,0,0,0,0,,,
43152,Fire Demon Spear,1,20,41,4294966337,0,0,0,0,0,0,,,
43153,Fire Demon Spear,1,20,41,4294966337,0,0,0,0,0,0,,,
43154,Fire Demon Spear,1,20,41,4294966337,0,0,0,0,0,0,,,
43155,Fire Demon Spear,1,20,41,4294966337,0,0,0,0,0,0,,,
43156,Underworld Falchion,1,20,42,4294966338,0,0,0,0,0,0,,,
43157,Underworld Falchion,1,20,42,4294966338,0,0,0,0,0,0,,,
43158,Underworld Falchion,1,20,42,4294966338,0,0,0,0,0,0,,,
43159,Underworld Falchion,1,20,42,4294966338,0,0,0,0,0,0,,,
43160,Underworld Falchion,1,20,42,4294966338,0,0,0,0,0,0,,,
43161,Underworld Falchion,1,20,43,4294966339,0,0,0,0,0,0,,,
43162,Underworld Falchion,1,20,43,4294966339,0,0,0,0,0,0,,,
43163,Underworld Falchion,1,20,43,4294966339,0,0,0,0,0,0,,,
43164,Underworld Falchion,1,20,43,4294966339,0,0,0,0,0,0,,,
43165,Underworld Falchion,1,20,43,4294966339,0,0,0,0,0,0,,,
43166,Underworld Falchion,1,20,44,4294966340,0,0,0,0,0,0,,,
43167,Underworld Falchion,1,20,44,4294966340,0,0,0,0,0,0,,,
43168,Underworld Falchion,1,20,44,4294966340,0,0,0,0,0,0,,,
43169,Underworld Falchion,1,20,44,4294966340,0,0,0,0,0,0,,,
43170,Underworld Falchion,1,20,44,4294966340,0,0,0,0,0,0,,,
43171,Heavens Falchion,1,20,45,4294966341,0,0,0,0,0,0,,,
43172,Heavens Falchion,1,20,45,4294966341,0,0,0,0,0,0,,,
43173,Heavens Falchion,1,20,45,4294966341,0,0,0,0,0,0,,,
43174,Heavens Falchion,1,20,45,4294966341,0,0,0,0,0,0,,,
43175,Heavens Falchion,1,20,45,4294966341,0,0,0,0,0,0,,,
43176,Heavens Falchion,1,20,46,4294966342,0,0,0,0,0,0,,,
43177,Heavens Falchion,1,20,46,4294966342,0,0,0,0,0,0,,,
43178,Heavens Falchion,1,20,46,4294966342,0,0,0,0,0,0,,,
43179,Heavens Falchion,1,20,46,4294966342,0,0,0,0,0,0,,,
43180,Heavens Falchion,1,20,46,4294966342,0,0,0,0,0,0,,,
43181,Heavens Falchion,1,20,47,4294966343,0,0,0,0,0,0,,,
43182,Heavens Falchion,1,20,47,4294966343,0,0,0,0,0,0,,,
43183,Heavens Falchion,1,20,47,4294966343,0,0,0,0,0,0,,,
43184,Heavens Falchion,1,20,47,4294966343,0,0,0,0,0,0,,,
43185,Heavens Falchion,1,20,47,4294966343,0,0,0,0,0,0,,,
43186,Heavens Falchion,1,20,48,4294966344,0,0,0,0,0,0,,,
43187,Heavens Falchion,1,20,48,4294966344,0,0,0,0,0,0,,,
43188,Heavens Falchion,1,20,48,4294966344,0,0,0,0,0,0,,,
43189,Heavens Falchion,1,20,48,4294966344,0,0,0,0,0,0,,,
43190,Heavens Falchion,1,20,48,4294966344,0,0,0,0,0,0,,,
43191,Asura Spear,1,20,49,4294966345,0,0,0,0,0,0,,,
43192,Asura Spear,1,20,49,4294966345,0,0,0,0,0,0,,,
43193,Asura Spear,1,20,49,4294966345,0,0,0,0,0,0,,,
43194,Asura Spear,1,20,49,4294966345,0,0,0,0,0,0,,,
43195,Asura Spear,1,20,49,4294966345,0,0,0,0,0,0,,,
43196,Asura Spear,1,20,50,4294966346,0,0,0,0,0,0,,,
43197,Asura Spear,1,20,50,4294966346,0,0,0,0,0,0,,,
43198,Asura Spear,1,20,50,4294966346,0,0,0,0,0,0,,,
43199,Asura Spear,1,20,50,4294966346,0,0,0,0,0,0,,,
43200,Asura Spear,1,20,50,4294966346,0,0,0,0,0,0,,,
43201,Asura Spear,1,20,51,4294966347,0,0,0,0,0,0,,,
43202,Asura Spear,1,20,51,4294966347,0,0,0,0,0,0,,,
43203,Asura Spear,1,20,51,4294966347,0,0,0,0,0,0,,,
43204,Asura Spear,1,20,51,4294966347,0,0,0,0,0,0,,,
43205,Asura Spear,1,20,51,4294966347,0,0,0,0,0,0,,,
43206,Asura Spear,1,20,52,4294966348,0,0,0,0,0,0,,,
43207,Asura Spear,1,20,52,4294966348,0,0,0,0,0,0,,,
43208,Asura Spear,1,20,52,4294966348,0,0,0,0,0,0,,,
43209,Asura Spear,1,20,52,4294966348,0,0,0,0,0,0,,,
43210,Asura Spear,1,20,52,4294966348,0,0,0,0,0,0,,,
43211,Black Moon Falchion,1,20,53,4294966349,0,0,0,0,0,0,,,
43212,Black Moon Falchion,1,20,53,4294966349,0,0,0,0,0,0,,,
43213,Black Moon Falchion,1,20,53,4294966349,0,0,0,0,0,0,,,
43214,Black Moon Falchion,1,20,53,4294966349,0,0,0,0,0,0,,,
43215,Black Moon Falchion,1,20,53,4294966349,0,0,0,0,0,0,,,
43216,Black Moon Falchion,1,20,54,4294966350,0,0,0,0,0,0,,,
43217,Black Moon Falchion,1,20,54,4294966350,0,0,0,0,0,0,,,
43218,Black Moon Falchion,1,20,54,4294966350,0,0,0,0,0,0,,,
43219,Black Moon Falchion,1,20,54,4294966350,0,0,0,0,0,0,,,
43220,Black Moon Falchion,1,20,54,4294966350,0,0,0,0,0,0,,,
43221,Black Moon Falchion,1,20,55,4294966351,0,0,0,0,0,0,,,
43222,Black Moon Falchion,1,20,55,4294966351,0,0,0,0,0,0,,,
43223,Black Moon Falchion,1,20,55,4294966351,0,0,0,0,0,0,,,
43224,Black Moon Falchion,1,20,55,4294966351,0,0,0,0,0,0,,,
43225,Black Moon Falchion,1,20,55,4294966351,0,0,0,0,0,0,,,
43226,Demon Thorn Spear,1,20,56,4294966352,0,0,0,0,0,0,,,
43227,Demon Thorn Spear,1,20,56,4294966352,0,0,0,0,0,0,,,
43228,Demon Thorn Spear,1,20,56,4294966352,0,0,0,0,0,0,,,
43229,Demon Thorn Spear,1,20,56,4294966352,0,0,0,0,0,0,,,
43230,Demon Thorn Spear,1,20,56,4294966352,0,0,0,0,0,0,,,
43231,Demon Thorn Spear,1,20,57,4294966353,0,0,0,0,0,0,,,
43232,Demon Thorn Spear,1,20,57,4294966353,0,0,0,0,0,0,,,
43233,Demon Thorn Spear,1,20,57,4294966353,0,0,0,0,0,0,,,
43234,Demon Thorn Spear,1,20,57,4294966353,0,0,0,0,0,0,,,
43235,Demon Thorn Spear,1,20,57,4294966353,0,0,0,0,0,0,,,
43236,Demon Thorn Spear,1,20,58,4294966354,0,0,0,0,0,0,,,
43237,Demon Thorn Spear,1,20,58,4294966354,0,0,0,0,0,0,,,
43238,Demon Thorn Spear,1,20,58,4294966354,0,0,0,0,0,0,,,
43239,Demon Thorn Spear,1,20,58,4294966354,0,0,0,0,0,0,,,
43240,Demon Thorn Spear,1,20,58,4294966354,0,0,0,0,0,0,,,
43241,Demon Thorn Spear,1,20,59,4294966355,0,0,0,0,0,0,,,
43242,Demon Thorn Spear,1,20,59,4294966355,0,0,0,0,0,0,,,
43243,Demon Thorn Spear,1,20,59,4294966355,0,0,0,0,0,0,,,
43244,Demon Thorn Spear,1,20,59,4294966355,0,0,0,0,0,0,,,
43245,Demon Thorn Spear,1,20,59,4294966355,0,0,0,0,0,0,,,
43246,Steel Spear,1,20,60,4294966356,0,0,0,0,0,0,,,
43247,Steel Spear,1,20,60,4294966356,0,0,0,0,0,0,,,
43248,Steel Spear,1,20,60,4294966356,0,0,0,0,0,0,,,
43249,Steel Spear,1,20,60,4294966356,0,0,0,0,0,0,,,
43250,Steel Spear,1,20,60,4294966356,0,0,0,0,0,0,,,
43251,Steel Spear,1,20,61,4294966357,0,0,0,0,0,0,,,
43252,Steel Spear,1,20,61,4294966357,0,0,0,0,0,0,,,
43253,Steel Spear,1,20,61,4294966357,0,0,0,0,0,0,,,
43254,Steel Spear,1,20,61,4294966357,0,0,0,0,0,0,,,
43255,Steel Spear,1,20,61,4294966357,0,0,0,0,0,0,,,
43256,Steel Spear,1,20,62,4294966358,0,0,0,0,0,0,,,
43257,Steel Spear,1,20,62,4294966358,0,0,0,0,0,0,,,
43258,Steel Spear,1,20,62,4294966358,0,0,0,0,0,0,,,
43259,Steel Spear,1,20,62,4294966358,0,0,0,0,0,0,,,
43260,Steel Spear,1,20,62,4294966358,0,0,0,0,0,0,,,
43261,Demon Lord Falchion,1,20,63,4294966359,0,0,0,0,0,0,,,
43262,Demon Lord Falchion,1,20,63,4294966359,0,0,0,0,0,0,,,
43263,Demon Lord Falchion,1,20,63,4294966359,0,0,0,0,0,0,,,
43264,Demon Lord Falchion,1,20,63,4294966359,0,0,0,0,0,0,,,
43265,Demon Lord Falchion,1,20,63,4294966359,0,0,0,0,0,0,,,
43266,Demon Lord Falchion,1,20,64,4294966360,0,0,0,0,0,0,,,
43267,Demon Lord Falchion,1,20,64,4294966360,0,0,0,0,0,0,,,
43268,Demon Lord Falchion,1,20,64,4294966360,0,0,0,0,0,0,,,
43269,Demon Lord Falchion,1,20,64,4294966360,0,0,0,0,0,0,,,
43270,Demon Lord Falchion,1,20,64,4294966360,0,0,0,0,0,0,,,
43271,Demon Lord Falchion,1,20,65,4294966361,0,0,0,0,0,0,,,
43272,Demon Lord Falchion,1,20,65,4294966361,0,0,0,0,0,0,,,
43273,Demon Lord Falchion,1,20,65,4294966361,0,0,0,0,0,0,,,
43274,Demon Lord Falchion,1,20,65,4294966361,0,0,0,0,0,0,,,
43275,Demon Lord Falchion,1,20,65,4294966361,0,0,0,0,0,0,,,
43276,Demon Lord Falchion,1,20,66,4294966362,0,0,0,0,0,0,,,
43277,Demon Lord Falchion,1,20,66,4294966362,0,0,0,0,0,0,,,
43278,Demon Lord Falchion,1,20,66,4294966362,0,0,0,0,0,0,,,
43279,Demon Lord Falchion,1,20,66,4294966362,0,0,0,0,0,0,,,
43280,Demon Lord Falchion,1,20,66,4294966362,0,0,0,0,0,0,,,
43281,Demon Hunter Falchion,1,20,67,4294966363,0,0,0,0,0,0,,,
43282,Demon Hunter Falchion,1,20,67,4294966363,0,0,0,0,0,0,,,
43283,Demon Hunter Falchion,1,20,67,4294966363,0,0,0,0,0,0,,,
43284,Demon Hunter Falchion,1,20,67,4294966363,0,0,0,0,0,0,,,
43285,Demon Hunter Falchion,1,20,67,4294966363,0,0,0,0,0,0,,,
43286,Demon Hunter Falchion,1,20,68,4294966364,0,0,0,0,0,0,,,
43287,Demon Hunter Falchion,1,20,68,4294966364,0,0,0,0,0,0,,,
43288,Demon Hunter Falchion,1,20,68,4294966364,0,0,0,0,0,0,,,
43289,Demon Hunter Falchion,1,20,68,4294966364,0,0,0,0,0,0,,,
43290,Demon Hunter Falchion,1,20,68,4294966364,0,0,0,0,0,0,,,
43291,Demon Hunter Falchion,1,20,69,4294966365,0,0,0,0,0,0,,,
43292,Demon Hunter Falchion,1,20,69,4294966365,0,0,0,0,0,0,,,
43293,Demon Hunter Falchion,1,20,69,4294966365,0,0,0,0,0,0,,,
43294,Demon Hunter Falchion,1,20,69,4294966365,0,0,0,0,0,0,,,
43295,Demon Hunter Falchion,1,20,69,4294966365,0,0,0,0,0,0,,,
43296,Demon Hunter Falchion,1,20,70,4294966366,0,0,0,0,0,0,,,
43297,Demon Hunter Falchion,1,20,70,4294966366,0,0,0,0,0,0,,,
43298,Demon Hunter Falchion,1,20,70,4294966366,0,0,0,0,0,0,,,
43299,Demon Hunter Falchion,1,20,70,4294966366,0,0,0,0,0,0,,,
43300,Demon Hunter Falchion,1,20,70,4294966366,0,0,0,0,0,0,,,
43301,Hell Partisan,1,20,71,4294966367,0,0,0,0,0,0,,,
43302,Hell Partisan,1,20,71,4294966367,0,0,0,0,0,0,,,
43303,Hell Partisan,1,20,71,4294966367,0,0,0,0,0,0,,,
43304,Hell Partisan,1,20,71,4294966367,0,0,0,0,0,0,,,
43305,Hell Partisan,1,20,71,4294966367,0,0,0,0,0,0,,,
43306,Hell Partisan,1,20,72,4294966368,0,0,0,0,0,0,,,
43307,Hell Partisan,1,20,72,4294966368,0,0,0,0,0,0,,,
43308,Hell Partisan,1,20,72,4294966368,0,0,0,0,0,0,,,
43309,Hell Partisan,1,20,72,4294966368,0,0,0,0,0,0,,,
43310,Hell Partisan,1,20,72,4294966368,0,0,0,0,0,0,,,
43311,Bloody Gate Partisan,1,20,73,4294966369,0,0,0,0,0,0,,,
43312,Bloody Gate Partisan,1,20,73,4294966369,0,0,0,0,0,0,,,
43313,Bloody Gate Partisan,1,20,73,4294966369,0,0,0,0,0,0,,,
43314,Bloody Gate Partisan,1,20,73,4294966369,0,0,0,0,0,0,,,
43315,Bloody Gate Partisan,1,20,73,4294966369,0,0,0,0,0,0,,,
43316,Bloody Gate Partisan,1,20,74,4294966370,0,0,0,0,0,0,,,
43317,Bloody Gate Partisan,1,20,74,4294966370,0,0,0,0,0,0,,,
43318,Bloody Gate Partisan,1,20,74,4294966370,0,0,0,0,0,0,,,
43319,Bloody Gate Partisan,1,20,74,4294966370,0,0,0,0,0,0,,,
43320,Bloody Gate Partisan,1,20,74,4294966370,0,0,0,0,0,0,,,
43321,Bloody Gate Partisan,1,20,75,4294966371,0,0,0,0,0,0,,,
43322,Bloody Gate Partisan,1,20,75,4294966371,0,0,0,0,0,0,,,
43323,Bloody Gate Partisan,1,20,75,4294966371,0,0,0,0,0,0,,,
43324,Bloody Gate Partisan,1,20,75,4294966371,0,0,0,0,0,0,,,
43325,Bloody Gate Partisan,1,20,75,4294966371,0,0,0,0,0,0,,,
43326,Execution Spear,1,20,76,4294966372,0,0,0,0,0,0,,,
43327,Execution Spear,1,20,76,4294966372,0,0,0,0,0,0,,,
43328,Execution Spear,1,20,76,4294966372,0,0,0,0,0,0,,,
43329,Execution Spear,1,20,76,4294966372,0,0,0,0,0,0,,,
43330,Execution Spear,1,20,76,4294966372,0,0,0,0,0,0,,,
43331,Execution Spear,1,20,77,4294966373,0,0,0,0,0,0,,,
43332,Execution Spear,1,20,77,4294966373,0,0,0,0,0,0,,,
43333,Execution Spear,1,20,77,4294966373,0,0,0,0,0,0,,,
43334,Execution Spear,1,20,77,4294966373,0,0,0,0,0,0,,,
43335,Execution Spear,1,20,77,4294966373,0,0,0,0,0,0,,,
43336,Demon Slayer Spear,1,20,78,4294966374,0,0,0,0,0,0,,,
43337,Demon Slayer Spear,1,20,78,4294966374,0,0,0,0,0,0,,,
43338,Demon Slayer Spear,1,20,78,4294966374,0,0,0,0,0,0,,,
43339,Demon Slayer Spear,1,20,78,4294966374,0,0,0,0,0,0,,,
43340,Demon Slayer Spear,1,20,78,4294966374,0,0,0,0,0,0,,,
43341,Demon Slayer Spear,1,20,79,4294966375,0,0,0,0,0,0,,,
43342,Demon Slayer Spear,1,20,79,4294966375,0,0,0,0,0,0,,,
43343,Demon Slayer Spear,1,20,79,4294966375,0,0,0,0,0,0,,,
43344,Demon Slayer Spear,1,20,79,4294966375,0,0,0,0,0,0,,,
43345,Demon Slayer Spear,1,20,79,4294966375,0,0,0,0,0,0,,,
43346,Demon Slayer Spear,1,20,80,4294966376,0,0,0,0,0,0,,,
43347,Demon Slayer Spear,1,20,80,4294966376,0,0,0,0,0,0,,,
43348,Demon Slayer Spear,1,20,80,4294966376,0,0,0,0,0,0,,,
43349,Demon Slayer Spear,1,20,80,4294966376,0,0,0,0,0,0,,,
43350,Demon Slayer Spear,1,20,80,4294966376,0,0,0,0,0,0,,,
43351,Dragon Slayer Blade,1,20,81,4294966377,0,0,0,0,0,0,,,
43352,Dragon Slayer Blade,1,20,81,4294966377,0,0,0,0,0,0,,,
43353,Dragon Slayer Blade,1,20,81,4294966377,0,0,0,0,0,0,,,
43354,Dragon Slayer Blade,1,20,81,4294966377,0,0,0,0,0,0,,,
43355,Dragon Slayer Blade,1,20,81,4294966377,0,0,0,0,0,0,,,
43356,Dragon Slayer Blade,1,20,82,4294966378,0,0,0,0,0,0,,,
43357,Dragon Slayer Blade,1,20,82,4294966378,0,0,0,0,0,0,,,
43358,Dragon Slayer Blade,1,20,82,4294966378,0,0,0,0,0,0,,,
43359,Dragon Slayer Blade,1,20,82,4294966378,0,0,0,0,0,0,,,
43360,Dragon Slayer Blade,1,20,82,4294966378,0,0,0,0,0,0,,,
43361,Dragon Slayer Blade,1,20,83,4294966379,0,0,0,0,0,0,,,
43362,Dragon Slayer Blade,1,20,83,4294966379,0,0,0,0,0,0,,,
43363,Dragon Slayer Blade,1,20,83,4294966379,0,0,0,0,0,0,,,
43364,Dragon Slayer Blade,1,20,83,4294966379,0,0,0,0,0,0,,,
43365,Dragon Slayer Blade,1,20,83,4294966379,0,0,0,0,0,0,,,
43366,Dragon Hunter Falchion,1,20,84,4294966380,0,0,0,0,0,0,,,
43367,Dragon Hunter Falchion,1,20,84,4294966380,0,0,0,0,0,0,,,
43368,Dragon Hunter Falchion,1,20,84,4294966380,0,0,0,0,0,0,,,
43369,Dragon Hunter Falchion,1,20,84,4294966380,0,0,0,0,0,0,,,
43370,Dragon Hunter Falchion,1,20,84,4294966380,0,0,0,0,0,0,,,
43371,Dragon Hunter Falchion,1,20,85,4294966381,0,0,0,0,0,0,,,
43372,Dragon Hunter Falchion,1,20,85,4294966381,0,0,0,0,0,0,,,
43373,Dragon Hunter Falchion,1,20,85,4294966381,0,0,0,0,0,0,,,
43374,Dragon Hunter Falchion,1,20,85,4294966381,0,0,0,0,0,0,,,
43375,Dragon Hunter Falchion,1,20,85,4294966381,0,0,0,0,0,0,,,
43376,Dark Partisan,1,20,86,4294966382,0,0,0,0,0,0,,,
43377,Dark Partisan,1,20,86,4294966382,0,0,0,0,0,0,,,
43378,Dark Partisan,1,20,86,4294966382,0,0,0,0,0,0,,,
43379,Dark Partisan,1,20,86,4294966382,0,0,0,0,0,0,,,
43380,Dark Partisan,1,20,86,4294966382,0,0,0,0,0,0,,,
43381,Dark Partisan,1,20,87,4294966383,0,0,0,0,0,0,,,
43382,Dark Partisan,1,20,87,4294966383,0,0,0,0,0,0,,,
43383,Dark Partisan,1,20,87,4294966383,0,0,0,0,0,0,,,
43384,Dark Partisan,1,20,87,4294966383,0,0,0,0,0,0,,,
43385,Dark Partisan,1,20,87,4294966383,0,0,0,0,0,0,,,
43386,Dark Partisan,1,20,88,4294966384,0,0,0,0,0,0,,,
43387,Dark Partisan,1,20,88,4294966384,0,0,0,0,0,0,,,
43388,Dark Partisan,1,20,88,4294966384,0,0,0,0,0,0,,,
43389,Dark Partisan,1,20,88,4294966384,0,0,0,0,0,0,,,
43390,Dark Partisan,1,20,88,4294966384,0,0,0,0,0,0,,,
43391,Bloody Kirin Falchion,1,20,89,4294966385,0,0,0,0,0,0,,,
43392,Bloody Kirin Falchion,1,20,89,4294966385,0,0,0,0,0,0,,,
43393,Bloody Kirin Falchion,1,20,89,4294966385,0,0,0,0,0,0,,,
43394,Bloody Kirin Falchion,1,20,89,4294966385,0,0,0,0,0,0,,,
43395,Bloody Kirin Falchion,1,20,89,4294966385,0,0,0,0,0,0,,,
43396,Bloody Kirin Falchion,1,20,90,4294966386,0,0,0,0,0,0,,,
43397,Bloody Kirin Falchion,1,20,90,4294966386,0,0,0,0,0,0,,,
43398,Bloody Kirin Falchion,1,20,90,4294966386,0,0,0,0,0,0,,,
43399,Bloody Kirin Falchion,1,20,90,4294966386,0,0,0,0,0,0,,,
43400,Bloody Kirin Falchion,1,20,90,4294966386,0,0,0,0,0,0,,,
43401,Bronze Scepter,1,21,1,4294966297,0,0,0,0,0,0,,,
43402,Bronze Scepter,1,21,1,4294966297,0,0,0,0,0,0,,,
43403,Bronze Scepter,1,21,1,4294966297,0,0,0,0,0,0,,,
43404,Bronze Scepter,1,21,1,4294966297,0,0,0,0,0,0,,,
43405,Bronze Scepter,1,21,1,4294966297,0,0,0,0,0,0,,,
43406,Bronze Scepter,1,21,2,4294966298,0,0,0,0,0,0,,,
43407,Bronze Scepter,1,21,2,4294966298,0,0,0,0,0,0,,,
43408,Bronze Scepter,1,21,2,4294966298,0,0,0,0,0,0,,,
43409,Bronze Scepter,1,21,2,4294966298,0,0,0,0,0,0,,,
43410,Bronze Scepter,1,21,2,4294966298,0,0,0,0,0,0,,,
43411,Bronze Scepter,1,21,3,4294966299,0,0,0,0,0,0,,,
43412,Bronze Scepter,1,21,3,4294966299,0,0,0,0,0,0,,,
43413,Bronze Scepter,1,21,3,4294966299,0,0,0,0,0,0,,,
43414,Bronze Scepter,1,21,3,4294966299,0,0,0,0,0,0,,,
43415,Bronze Scepter,1,21,3,4294966299,0,0,0,0,0,0,,,
43416,Bronze Scepter,1,21,4,4294966300,0,0,0,0,0,0,,,
43417,Bronze Scepter,1,21,4,4294966300,0,0,0,0,0,0,,,
43418,Bronze Scepter,1,21,4,4294966300,0,0,0,0,0,0,,,
43419,Bronze Scepter,1,21,4,4294966300,0,0,0,0,0,0,,,
43420,Bronze Scepter,1,21,4,4294966300,0,0,0,0,0,0,,,
43421,Bronze Scepter,1,21,5,4294966301,0,0,0,0,0,0,,,
43422,Bronze Scepter,1,21,5,4294966301,0,0,0,0,0,0,,,
43423,Bronze Scepter,1,21,5,4294966301,0,0,0,0,0,0,,,
43424,Bronze Scepter,1,21,5,4294966301,0,0,0,0,0,0,,,
43425,Bronze Scepter,1,21,5,4294966301,0,0,0,0,0,0,,,
43426,Steel Scepter,1,21,6,4294966302,0,0,0,0,0,0,,,
43427,Steel Scepter,1,21,6,4294966302,0,0,0,0,0,0,,,
43428,Steel Scepter,1,21,6,4294966302,0,0,0,0,0,0,,,
43429,Steel Scepter,1,21,6,4294966302,0,0,0,0,0,0,,,
43430,Steel Scepter,1,21,6,4294966302,0,0,0,0,0,0,,,
43431,Steel Scepter,1,21,7,4294966303,0,0,0,0,0,0,,,
43432,Steel Scepter,1,21,7,4294966303,0,0,0,0,0,0,,,
43433,Steel Scepter,1,21,7,4294966303,0,0,0,0,0,0,,,
43434,Steel Scepter,1,21,7,4294966303,0,0,0,0,0,0,,,
43435,Steel Scepter,1,21,7,4294966303,0,0,0,0,0,0,,,
43436,Steel Scepter,1,21,8,4294966304,0,0,0,0,0,0,,,
43437,Steel Scepter,1,21,8,4294966304,0,0,0,0,0,0,,,
43438,Steel Scepter,1,21,8,4294966304,0,0,0,0,0,0,,,
43439,Steel Scepter,1,21,8,4294966304,0,0,0,0,0,0,,,
43440,Steel Scepter,1,21,8,4294966304,0,0,0,0,0,0,,,
43441,Steel Scepter,1,21,9,4294966305,0,0,0,0,0,0,,,
43442,Steel Scepter,1,21,9,4294966305,0,0,0,0,0,0,,,
43443,Steel Scepter,1,21,9,4294966305,0,0,0,0,0,0,,,
43444,Steel Scepter,1,21,9,4294966305,0,0,0,0,0,0,,,
43445,Steel Scepter,1,21,9,4294966305,0,0,0,0,0,0,,,
43446,Steel Scepter,1,21,10,4294966306,0,0,0,0,0,0,,,
43447,Steel Scepter,1,21,10,4294966306,0,0,0,0,0,0,,,
43448,Steel Scepter,1,21,10,4294966306,0,0,0,0,0,0,,,
43449,Steel Scepter,1,21,10,4294966306,0,0,0,0,0,0,,,
43450,Steel Scepter,1,21,10,4294966306,0,0,0,0,0,0,,,
43451,Sharp Steel Scepter1,1,21,11,4294966307,0,0,0,0,0,0,,,
43452,Sharp Steel Scepter1,1,21,11,4294966307,0,0,0,0,0,0,,,
43453,Sharp Steel Scepter1,1,21,11,4294966307,0,0,0,0,0,0,,,
43454,Sharp Steel Scepter1,1,21,11,4294966307,0,0,0,0,0,0,,,
43455,Sharp Steel Scepter1,1,21,11,4294966307,0,0,0,0,0,0,,,
43456,Sharp Steel Scepter1,1,21,12,4294966308,0,0,0,0,0,0,,,
