ID,Name,Level,Health,ModelID,RadiusInfo1,RadiusInfo2,WalkSpeed,RunSpeed,DeathSpeed,Damage,Defense,AttackSuccess,AttackBlock,ElementAttackPower,ElementDefensePower,Critical,clickheight,clickdepth,Unknown56,Unknown60,Unknown64,Unknown68,Unknown72,Unknown76,Unknown80,Unknown84,Unknown92,Unknown100,Unknown104,Unknown108,Unknown112,Unknown116,Unknown120,Unknown124,Unknown128,Unknown180,Unknown184,Unknown188,Unknown192,Unknown196,Unknown200,Unknown204,Unknown208,Unknown212,Unknown216,Unknown220,Unknown224,Unknown228,Unknown232,Unknown236,Unknown240,Unknown244,Unknown248,Unknown252,Unknown256,Unknown260,Unknown264,Unknown268,Unknown272,Unknown276,Unknown280,Unknown284,Unknown288,Unknown292,Unknown296,Unknown300,Unknown304,Unknown308,Unknown312,Unknown316,Unknown320,Unknown324,LightATK,ShadowATK,DarkATK,Unknown340,Unknown344,Unknown348,Unknown352,Unknown356,Unknown360,Unknown364,Unknown368,Unknown372,Unknown376,Unknown380,Unknown384,Unknown388,Unknown392,Unknown396,Unknown400,Unknown404,Unknown408,Unknown412,Unknown416,Unknown420,Unknown424,Unknown428,Unknown432,Unknown436,Unknown440,Unknown444,Unknown448,Unknown452,Unknown456,Unknown460,Unknown464,Unknown468,Unknown472,Unknown476,Unknown480,Unknown484,Unknown488,Unknown492,Unknown496,Unknown500,Unknown504,Unknown508,Unknown512,Unknown516,Unknown520,Unknown524,Unknown528,Unknown532,Unknown536,Unknown540,Unknown544,Unknown548,Unknown552,Unknown556,Unknown560,Unknown564,Unknown568,Unknown572,Unknown576,Unknown580,Unknown584,Unknown588,Unknown592,Unknown596,Unknown600,Unknown604,Unknown608,Unknown612,Unknown616,Unknown620,Unknown624,Unknown628,Unknown632,Unknown636,Unknown640,Unknown644,Unknown648,Unknown652,Unknown656,Unknown660,Unknown664,Unknown668,Unknown672,Unknown676,Unknown680,Unknown684,Unknown688,Unknown692,Unknown696,Unknown700,Unknown704,Unknown708,Unknown712,Unknown716,Unknown720,ImproveStone1_Chance,ImproveStone1_ID,ImproveStone2_Chance,ImproveStone2_ID,Unknown740,PetDropChance,PetID1,PetID2,Unknown756,Unknown760,Unknown764,Unknown768,Unknown772,Unknown776,Unknown780,Unknown784,Unknown788,Unknown792,Unknown796,Unknown800,Unknown804,Unknown808,Unknown812,Unknown816,Unknown820,Unknown824,Unknown828,Unknown832,Unknown836,Unknown840,Unknown844,Unknown848,Unknown852,Unknown856,Unknown860,Unknown864,Unknown868,Unknown872,Unknown876,Unknown880
397,Lord of Azrael,115,120000000,146,300,10,15,130,100,19530,0,2,2400,116,115,127,80,30,70,23,30,0,90,150,64800,108000,18,5,6,0,0,100,100,300,130,3000,447,1000000,13500000,18000000,0,0,0,0,0,0,0,0,0,0,200000,136,200000,137,1000000,141,1000000,141,1000000,141,1000000,141,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000000,1000000,1000000,1000000,1000000,1000000,1000000,50000,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,120,711,712,713,714,715,716,717,718,719,720,721,722,2,90,90028,50,90029,350,30,98999,99001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100
398,Lord of Azrael,115,120000000,146,300,10,15,130,100,19530,0,3,2400,116,115,127,80,30,70,23,30,0,90,150,64800,108000,18,5,6,0,0,100,100,300,130,3000,447,1000000,13500000,18000000,0,0,0,0,0,0,0,0,0,0,200000,136,200000,137,1000000,141,1000000,141,1000000,141,1000000,141,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000000,1000000,1000000,1000000,1000000,1000000,1000000,50000,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,120,711,712,713,714,715,716,717,718,719,720,721,722,2,90,90028,50,90029,350,30,98999,99001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100
399,Lord of Azrael,115,120000000,146,300,10,15,130,100,19530,0,4,2400,116,115,127,80,30,70,23,30,0,90,150,64800,108000,18,5,6,0,0,100,100,300,130,3000,447,1000000,13500000,18000000,0,0,0,0,0,0,0,0,0,0,200000,136,200000,137,1000000,141,1000000,141,1000000,141,1000000,141,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000000,1000000,1000000,1000000,1000000,1000000,1000000,50000,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,9,120,711,712,713,714,715,716,717,718,719,720,721,722,2,90,90028,50,90029,350,30,98999,99001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100
400,Bruce Herculean,113,388850,147,310,10,30,50,100,2435,1515,2,216,121,120,133,22,10,70,23,30,0,90,150,20,20,12155,5,1,0,0,49,100,150,40,777,427,150000,1766,1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,141,725,496,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30000,0,0,100,100,0,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,350,30,98999,99001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
401,Depravity Royal Monk,113,388850,148,310,10,11,50,100,4293,1515,3,252,121,120,133,19,6,70,23,60,0,90,150,20,20,12155,5,1,0,0,49,100,150,30,777,427,150000,1777,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,141,725,496,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30000,0,0,100,100,0,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,350,30,98999,99001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
402,Tod Soul Warrior,113,392400,149,310,10,13,50,100,2459,1527,4,268,122,121,134,19,17,70,23,30,0,90,150,20,20,12174,5,1,0,0,49,100,150,30,784,431,150000,1782,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,141,725,496,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30000,0,0,100,100,0,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,350,30,98999,99001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
403,Flute Necromancer,113,388850,150,310,10,20,75,100,2884,1515,3,252,121,120,133,18,5,70,23,45,0,90,150,20,20,12155,5,3,0,0,49,100,150,80,777,427,150000,1782,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,141,725,496,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30000,0,0,100,100,0,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,8,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,350,30,98999,99001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
404,Mad Titan Bell,113,5000000,151,150,10,25,68,100,6071,3030,0,0,606,600,666,31,30,70,23,40,0,90,150,5400,14400,919,5,6,0,0,100,200,150,40,3000,2333,1000000,4500000,9000000,1000000,4,1000000,25,1000000,28,1000000,31,1000000,34,100000,136,100000,137,100000,151,1000000,138,200000,141,100000,496,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500000,500000,500000,300000,300000,300000,50000,50000,50000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490000,491,300000,492,500000,493,300000,494,200000,495,200000,490,100,150,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,500,30,98999,99001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100
405,Behemoth,113,5000000,157,300,10,15,75,100,5625,3030,2,1000,606,600,666,38,26,70,23,35,0,90,150,5400,14400,919,5,6,0,0,100,100,300,130,3000,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100
406,Behemoth,113,5000000,157,300,10,15,75,100,5625,3030,3,1000,606,600,666,38,26,70,23,35,0,90,150,5400,14400,919,5,6,0,0,100,100,300,130,3000,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100
407,Behemoth,113,5000000,157,300,10,15,75,100,5625,3030,4,1000,606,600,666,38,26,70,23,35,0,90,150,5400,14400,919,5,6,0,0,100,100,300,130,3000,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100
408,Tiger Army General,100,2279575,158,150,10,50,50,100,6259,3030,0,0,606,600,666,18,7,70,23,30,0,90,150,3600,3600,0,5,6,0,0,100,20,150,50,4242,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
409,Assassin Captain,100,2279575,159,150,10,50,50,100,6259,3030,0,0,606,600,666,18,7,70,23,30,0,90,150,3600,3600,0,5,6,0,0,100,20,150,50,4242,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
410,Master of Yaksa,100,2279575,160,150,10,50,50,100,6259,3030,0,0,606,600,666,18,7,70,23,30,0,90,150,3600,3600,0,5,6,0,0,100,20,150,50,4242,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
411,Twin Slasher,117,250074,152,150,10,10,100,100,3771,1780,3,1096,142,141,156,22,8,70,23,30,0,90,150,20,20,440,5,1,0,0,49,200,150,25,926,509,150000,699,711,160000,25,160000,31,80000,34,10000,31,5000,34,0,0,0,0,25,151,0,0,700,141,725,496,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,100,0,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,968,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,425,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,70
412,Depravity Hell Monk,121,131508,153,150,10,15,110,100,3823,2082,2,1097,166,165,183,21,7,70,23,30,0,90,150,20,20,272,5,3,0,0,49,200,150,170,1095,602,150000,3327,3377,160000,25,160000,31,80000,34,10000,31,5000,34,0,0,0,0,25,151,0,0,700,141,725,496,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,100,0,160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,8,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,598,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,425,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,70
413,Shadow Ghost,121,131508,154,150,10,9,75,100,4460,2082,3,1147,166,165,183,11,11,70,23,30,0,90,150,20,20,272,5,1,0,0,49,200,150,25,1095,602,150000,3341,3348,160000,25,160000,31,80000,34,10000,31,5000,34,0,0,0,0,25,151,0,0,700,141,725,496,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,100,0,160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,598,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,425,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,70
414,Astrict Ghost,125,341712,155,150,10,15,80,100,5416,2385,4,1220,190,189,210,21,8,70,23,32,0,90,150,20,20,534,5,1,0,0,49,200,150,25,1265,696,150000,962,974,160000,25,160000,31,80000,34,10000,31,5000,34,0,0,0,0,25,151,0,0,700,141,725,496,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,100,0,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,8,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,1174,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,425,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,70
415,Black Monster King,113,5000000,156,300,10,15,100,100,5178,3030,0,0,606,600,666,70,40,70,23,30,0,90,150,5400,14400,919,5,6,0,0,100,100,300,130,3000,2333,1000000,4500000,9000000,1000000,4,1000000,25,1000000,28,1000000,31,1000000,34,100000,136,100000,137,100000,151,1000000,138,200000,141,100000,496,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500000,500000,500000,300000,300000,300000,50000,50000,50000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490000,491,300000,492,500000,493,300000,494,200000,495,200000,490,100,150,120,711,712,713,714,715,716,717,718,719,720,721,722,2,90,90028,50,90029,500,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,425,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,70,100
416,Behemoth,113,5000000,157,300,10,15,75,100,5625,3030,0,0,606,600,666,38,26,70,23,35,0,90,150,5400,14400,919,5,6,0,0,100,100,300,130,3000,2333,1000000,4500000,9000000,1000000,4,1000000,25,1000000,28,1000000,31,1000000,34,100000,136,100000,137,100000,151,1000000,138,200000,141,100000,496,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500000,500000,500000,300000,300000,300000,50000,50000,50000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490000,491,300000,492,500000,493,300000,494,200000,495,200000,490,100,150,120,711,712,713,714,715,716,717,718,719,720,721,722,2,90,90028,50,90029,500,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,425,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,70,100
417,Astrict Fiend,129,387531,155,150,10,15,80,100,6142,2687,4,1273,215,213,236,21,8,70,23,32,0,90,150,20,20,581,5,1,0,0,49,200,150,25,1435,789,150000,1095,1102,160000,25,160000,31,80000,34,10000,31,5000,34,0,0,0,0,25,151,0,0,700,141,725,496,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,100,0,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,8,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,1278,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,425,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,70
418,Iron Headed Monster,105,2600000,161,300,10,20,100,100,1916,1450,2,500,116,115,127,77,43,70,23,35,0,90,150,5,5,1186,5,6,0,0,100,100,300,130,742,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
419,Iron Headed Monster,105,2600000,161,300,10,20,100,100,1916,1450,3,500,116,115,127,77,43,70,23,35,0,90,150,5,5,1186,5,6,0,0,100,100,300,130,742,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
420,Iron Headed Monster,105,2600000,161,300,10,20,100,100,1916,1450,4,500,116,115,127,77,43,70,23,35,0,90,150,5,5,1186,5,6,0,0,100,100,300,130,742,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
421,Gargantuan Sword Master,113,5000000,112,300,10,20,100,100,6607,3030,0,0,606,600,666,100,60,70,23,46,0,90,150,5400,14400,919,5,6,0,0,100,100,300,110,3000,2333,1000000,900000,1800000,1000000,4,1000000,25,1000000,28,1000000,31,1000000,34,70000,136,70000,137,100000,151,1000000,138,200000,141,100000,496,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500000,500000,500000,300000,300000,300000,60000,60000,60000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490000,491,300000,492,500000,493,300000,494,200000,495,200000,490,100,150,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,500,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,425,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,70,100
422,Elephant Hammer Soldier,113,5050000,127,300,10,15,75,100,6187,3030,0,0,606,600,666,70,40,70,23,35,0,90,150,5400,14400,919,5,6,0,0,100,100,300,130,3000,2333,1000000,1350000,2250000,1000000,4,1000000,25,1000000,28,1000000,31,1000000,34,70000,136,70000,137,100000,151,1000000,138,200000,141,100000,496,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500000,500000,500000,300000,300000,300000,60000,60000,60000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490000,491,300000,492,500000,493,300000,494,200000,495,200000,490,100,150,120,711,712,713,714,715,716,717,718,719,720,721,722,2,90,90028,50,90029,500,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,425,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,70,100
423,Half Bodied Azrael,113,5100000,128,300,10,15,100,100,6214,3030,0,0,606,600,666,70,40,70,23,30,0,90,150,5400,14400,919,5,6,0,0,100,100,300,130,3000,2333,1000000,1800000,3150000,1000000,4,1000000,25,1000000,28,1000000,31,1000000,34,70000,136,70000,137,100000,151,1000000,138,200000,141,100000,496,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500000,500000,500000,300000,300000,300000,60000,60000,60000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490000,491,300000,492,500000,493,300000,494,200000,495,200000,490,100,150,120,711,712,713,714,715,716,717,718,719,720,721,722,2,90,90028,50,90029,500,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,425,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,70,100
