ID,Name,Level,ItemType,Rareness,Clan,Description1,Description2,Description3,LevelRequirement,HonorPointReq,PurchasePrice,SalePrice,DisplayItem2D,Strength,Dexterity,Vitality,Chi,Luck,Damage,Defense,LightDamage,ShadowDamage,DarkDamage,LightResistance,ShawdowResistance,DarkResistance,ChancetoHit,ChancetoDodge,PercentToDeadlyBlow,ValueType,Value1,SkillBonusID1,SkillBonusID2,SkillBonusID3,SkillBonusAmount1,SkillBonusAmount2,SkillBonusAmount3
34136,Windy Double Blade,106,17,2,3,,,,106,-394,533170,177720,1043,0,0,0,0,0,665,0,0,27,0,0,0,0,111,0,0,0,0,33,0,0,1,0,0
34137,Windy Double Blade,106,17,2,3,,,,106,-394,533310,177770,1043,0,0,0,0,0,691,0,0,27,0,0,0,0,115,0,0,0,0,34,0,0,1,0,0
34138,Windy Double Blade,108,17,2,3,,,,108,-392,542970,180990,1043,0,0,0,0,0,650,0,0,27,0,0,0,0,109,0,0,0,0,0,0,0,1,0,0
34139,Windy Double Blade,108,17,2,3,,,,108,-392,543110,181030,1043,0,0,0,0,0,677,0,0,27,0,0,0,0,113,0,0,0,0,31,0,0,1,0,0
34140,Windy Double Blade,108,17,2,3,,,,108,-392,543110,181030,1043,0,0,0,0,0,677,0,0,27,0,0,0,0,113,0,0,0,0,32,0,0,1,0,0
34141,Windy Double Blade,108,17,2,3,,,,108,-392,543110,181030,1043,0,0,0,0,0,677,0,0,27,0,0,0,0,113,0,0,0,0,33,0,0,1,0,0
34142,Windy Double Blade,108,17,2,3,,,,108,-392,543270,181090,1043,0,0,0,0,0,704,0,0,27,0,0,0,0,118,0,0,0,0,34,0,0,1,0,0
34143,Windy Double Blade,110,17,2,3,,,,110,-390,552910,184300,1043,0,0,0,0,0,662,0,0,28,0,0,0,0,111,0,0,0,0,0,0,0,1,0,0
34144,Windy Double Blade,110,17,2,3,,,,110,-390,553060,184350,1043,0,0,0,0,0,690,0,0,28,0,0,0,0,116,0,0,0,0,31,0,0,1,0,0
34145,Windy Double Blade,110,17,2,3,,,,110,-390,553060,184350,1043,0,0,0,0,0,690,0,0,28,0,0,0,0,116,0,0,0,0,32,0,0,1,0,0
34146,Windy Double Blade,110,17,2,3,,,,110,-390,553060,184350,1043,0,0,0,0,0,690,0,0,28,0,0,0,0,116,0,0,0,0,33,0,0,1,0,0
34147,Windy Double Blade,110,17,2,3,,,,110,-390,553210,184400,1043,0,0,0,0,0,717,0,0,28,0,0,0,0,120,0,0,0,0,34,0,0,1,0,0
34148,Windy Double Blade,112,17,2,3,,,,112,-388,562860,187620,1043,0,0,0,0,0,674,0,0,28,0,0,0,0,114,0,0,0,0,0,0,0,1,0,0
34149,Windy Double Blade,112,17,2,3,,,,112,-388,563010,187670,1043,0,0,0,0,0,702,0,0,28,0,0,0,0,118,0,0,0,0,31,0,0,1,0,0
34150,Windy Double Blade,112,17,2,3,,,,112,-388,563010,187670,1043,0,0,0,0,0,702,0,0,28,0,0,0,0,118,0,0,0,0,32,0,0,1,0,0
34151,Windy Double Blade,112,17,2,3,,,,112,-388,563010,187670,1043,0,0,0,0,0,702,0,0,28,0,0,0,0,118,0,0,0,0,33,0,0,1,0,0
34152,Windy Double Blade,112,17,2,3,,,,112,-388,563170,187720,1043,0,0,0,0,0,730,0,0,28,0,0,0,0,123,0,0,0,0,34,0,0,1,0,0
34153,Lancea Lute,98,18,2,3,,,,98,-402,509900,169960,539,0,0,0,0,0,640,0,0,53,0,0,0,0,99,0,0,0,0,0,0,0,1,0,0
34154,Lancea Lute,98,18,2,3,,,,98,-402,510040,170010,539,0,0,0,0,0,667,0,0,53,0,0,0,0,103,0,0,0,0,35,0,0,1,0,0
34155,Lancea Lute,98,18,2,3,,,,98,-402,510040,170010,539,0,0,0,0,0,667,0,0,53,0,0,0,0,103,0,0,0,0,36,0,0,1,0,0
34156,Lancea Lute,98,18,2,3,,,,98,-402,510040,170010,539,0,0,0,0,0,667,0,0,53,0,0,0,0,103,0,0,0,0,37,0,0,1,0,0
34157,Lancea Lute,98,18,2,3,,,,98,-402,510190,170060,539,0,0,0,0,0,694,0,0,53,0,0,0,0,107,0,0,0,0,38,0,0,1,0,0
34158,Noble Lute,100,18,2,3,,,,100,-400,503550,167850,1026,0,0,0,0,0,654,0,0,54,0,0,0,0,100,0,0,0,0,0,0,0,1,0,0
34159,Noble Lute,100,18,2,3,,,,100,-400,503700,167900,1026,0,0,0,0,0,681,0,0,54,0,0,0,0,105,0,0,0,0,35,0,0,1,0,0
34160,Noble Lute,100,18,2,3,,,,100,-400,503700,167900,1026,0,0,0,0,0,681,0,0,54,0,0,0,0,105,0,0,0,0,36,0,0,1,0,0
34161,Noble Lute,100,18,2,3,,,,100,-400,503700,167900,1026,0,0,0,0,0,681,0,0,54,0,0,0,0,105,0,0,0,0,37,0,0,1,0,0
34162,Noble Lute,100,18,2,3,,,,100,-400,503850,167950,1026,0,0,0,0,0,708,0,0,54,0,0,0,0,109,0,0,0,0,38,0,0,1,0,0
34163,Noble Lute,102,18,2,3,,,,102,-398,513490,171160,1026,0,0,0,0,0,667,0,0,55,0,0,0,0,103,0,0,0,0,0,0,0,1,0,0
34164,Noble Lute,102,18,2,3,,,,102,-398,513640,171210,1026,0,0,0,0,0,695,0,0,55,0,0,0,0,107,0,0,0,0,35,0,0,1,0,0
34165,Noble Lute,102,18,2,3,,,,102,-398,513640,171210,1026,0,0,0,0,0,695,0,0,55,0,0,0,0,107,0,0,0,0,36,0,0,1,0,0
34166,Noble Lute,102,18,2,3,,,,102,-398,513640,171210,1026,0,0,0,0,0,695,0,0,55,0,0,0,0,107,0,0,0,0,37,0,0,1,0,0
34167,Noble Lute,102,18,2,3,,,,102,-398,513800,171260,1026,0,0,0,0,0,722,0,0,55,0,0,0,0,111,0,0,0,0,38,0,0,1,0,0
34168,Pleasant Lute,104,18,2,3,,,,104,-396,523450,174480,1035,0,0,0,0,0,680,0,0,56,0,0,0,0,105,0,0,0,0,0,0,0,1,0,0
34169,Pleasant Lute,104,18,2,3,,,,104,-396,523600,174530,1035,0,0,0,0,0,708,0,0,56,0,0,0,0,110,0,0,0,0,35,0,0,1,0,0
34170,Pleasant Lute,104,18,2,3,,,,104,-396,523600,174530,1035,0,0,0,0,0,708,0,0,56,0,0,0,0,110,0,0,0,0,36,0,0,1,0,0
34171,Pleasant Lute,104,18,2,3,,,,104,-396,523600,174530,1035,0,0,0,0,0,708,0,0,56,0,0,0,0,110,0,0,0,0,37,0,0,1,0,0
34172,Pleasant Lute,104,18,2,3,,,,104,-396,523760,174580,1035,0,0,0,0,0,737,0,0,56,0,0,0,0,114,0,0,0,0,38,0,0,1,0,0
34173,Good Deeds Lute,106,18,2,3,,,,106,-394,533390,177790,1044,0,0,0,0,0,693,0,0,57,0,0,0,0,106,0,0,0,0,0,0,0,1,0,0
34174,Good Deeds Lute,106,18,2,3,,,,106,-394,533560,177850,1044,0,0,0,0,0,722,0,0,57,0,0,0,0,111,0,0,0,0,35,0,0,1,0,0
34175,Good Deeds Lute,106,18,2,3,,,,106,-394,533560,177850,1044,0,0,0,0,0,722,0,0,57,0,0,0,0,111,0,0,0,0,36,0,0,1,0,0
34176,Good Deeds Lute,106,18,2,3,,,,106,-394,533560,177850,1044,0,0,0,0,0,722,0,0,57,0,0,0,0,111,0,0,0,0,37,0,0,1,0,0
34177,Good Deeds Lute,106,18,2,3,,,,106,-394,533710,177900,1044,0,0,0,0,0,751,0,0,57,0,0,0,0,115,0,0,0,0,38,0,0,1,0,0
34178,Good Deeds Lute,108,18,2,3,,,,108,-392,543350,181110,1044,0,0,0,0,0,706,0,0,58,0,0,0,0,109,0,0,0,0,0,0,0,1,0,0
34179,Good Deeds Lute,108,18,2,3,,,,108,-392,543510,181170,1044,0,0,0,0,0,736,0,0,58,0,0,0,0,113,0,0,0,0,35,0,0,1,0,0
34180,Good Deeds Lute,108,18,2,3,,,,108,-392,543510,181170,1044,0,0,0,0,0,736,0,0,58,0,0,0,0,113,0,0,0,0,36,0,0,1,0,0
34181,Good Deeds Lute,108,18,2,3,,,,108,-392,543510,181170,1044,0,0,0,0,0,736,0,0,58,0,0,0,0,113,0,0,0,0,37,0,0,1,0,0
34182,Good Deeds Lute,108,18,2,3,,,,108,-392,543670,181220,1044,0,0,0,0,0,765,0,0,58,0,0,0,0,118,0,0,0,0,38,0,0,1,0,0
34183,Good Deeds Lute,110,18,2,3,,,,110,-390,553310,184430,1044,0,0,0,0,0,720,0,0,60,0,0,0,0,111,0,0,0,0,0,0,0,1,0,0
34184,Good Deeds Lute,110,18,2,3,,,,110,-390,553470,184490,1044,0,0,0,0,0,750,0,0,60,0,0,0,0,116,0,0,0,0,35,0,0,1,0,0
34185,Good Deeds Lute,110,18,2,3,,,,110,-390,553470,184490,1044,0,0,0,0,0,750,0,0,60,0,0,0,0,116,0,0,0,0,36,0,0,1,0,0
34186,Good Deeds Lute,110,18,2,3,,,,110,-390,553470,184490,1044,0,0,0,0,0,750,0,0,60,0,0,0,0,116,0,0,0,0,37,0,0,1,0,0
34187,Good Deeds Lute,110,18,2,3,,,,110,-390,553640,184540,1044,0,0,0,0,0,780,0,0,60,0,0,0,0,120,0,0,0,0,38,0,0,1,0,0
34188,Good Deeds Lute,112,18,2,3,,,,112,-388,563260,187750,1044,0,0,0,0,0,732,0,0,61,0,0,0,0,114,0,0,0,0,0,0,0,1,0,0
34189,Good Deeds Lute,112,18,2,3,,,,112,-388,563420,187800,1044,0,0,0,0,0,762,0,0,61,0,0,0,0,118,0,0,0,0,35,0,0,1,0,0
34190,Good Deeds Lute,112,18,2,3,,,,112,-388,563420,187800,1044,0,0,0,0,0,762,0,0,61,0,0,0,0,118,0,0,0,0,36,0,0,1,0,0
34191,Good Deeds Lute,112,18,2,3,,,,112,-388,563420,187800,1044,0,0,0,0,0,762,0,0,61,0,0,0,0,118,0,0,0,0,37,0,0,1,0,0
34192,Good Deeds Lute,112,18,2,3,,,,112,-388,563590,187860,1044,0,0,0,0,0,793,0,0,61,0,0,0,0,123,0,0,0,0,38,0,0,1,0,0
34193,Inscribed Armor,101,9,2,3,,,,101,-299,507150,169050,1019,0,0,17,0,0,0,342,0,0,0,30,27,37,0,50,0,0,0,0,0,0,1,0,0
34194,Inscribed Armor,101,9,2,3,,,,101,-299,507200,169060,1019,0,0,17,0,0,0,356,0,0,0,30,27,37,0,52,0,0,0,24,0,0,1,0,0
34195,Inscribed Armor,101,9,2,3,,,,101,-299,507260,169080,1019,0,0,17,0,0,0,370,0,0,0,30,27,37,0,54,0,0,0,20,0,0,1,0,0
34196,Wind Demon Armor,103,9,2,3,,,,103,-297,517100,172360,1028,0,0,18,0,0,0,349,0,0,0,31,28,37,0,51,0,0,0,0,0,0,1,0,0
34197,Wind Demon Armor,103,9,2,3,,,,103,-297,517150,172380,1028,0,0,18,0,0,0,363,0,0,0,31,28,37,0,53,0,0,0,24,0,0,1,0,0
34198,Wind Demon Armor,103,9,2,3,,,,103,-297,517210,172400,1028,0,0,18,0,0,0,378,0,0,0,31,28,37,0,55,0,0,0,20,0,0,1,0,0
34199,Wind Demon Armor,105,9,2,3,,,,105,-295,527010,175670,1028,0,0,18,0,0,0,355,0,0,0,31,28,38,0,52,0,0,0,0,0,0,1,0,0
34200,Wind Demon Armor,105,9,2,3,,,,105,-295,527070,175690,1028,0,0,18,0,0,0,370,0,0,0,31,28,38,0,55,0,0,0,24,0,0,1,0,0
34201,Wind Demon Armor,105,9,2,3,,,,105,-295,527130,175710,1028,0,0,18,0,0,0,384,0,0,0,31,28,38,0,57,0,0,0,20,0,0,1,0,0
34202,Godsend Thunder Armor,107,9,2,3,,,,107,-293,536920,178970,1037,0,0,18,0,0,0,362,0,0,0,32,29,39,0,54,0,0,0,0,0,0,1,0,0
34203,Godsend Thunder Armor,107,9,2,3,,,,107,-293,536970,178990,1037,0,0,18,0,0,0,377,0,0,0,32,29,39,0,56,0,0,0,24,0,0,1,0,0
34204,Godsend Thunder Armor,107,9,2,3,,,,107,-293,537030,179010,1037,0,0,18,0,0,0,392,0,0,0,32,29,39,0,58,0,0,0,20,0,0,1,0,0
34205,Godsend Thunder Armor,109,9,2,3,,,,109,-291,546870,182290,1037,0,0,19,0,0,0,369,0,0,0,33,29,39,0,55,0,0,0,0,0,0,1,0,0
34206,Godsend Thunder Armor,109,9,2,3,,,,109,-291,546930,182310,1037,0,0,19,0,0,0,385,0,0,0,33,29,39,0,57,0,0,0,24,0,0,1,0,0
34207,Godsend Thunder Armor,109,9,2,3,,,,109,-291,546980,182320,1037,0,0,19,0,0,0,400,0,0,0,33,29,39,0,59,0,0,0,20,0,0,1,0,0
34208,Godsend Thunder Armor,111,9,2,3,,,,111,-289,556780,185590,1037,0,0,19,0,0,0,375,0,0,0,33,30,40,0,56,0,0,0,0,0,0,1,0,0
34209,Godsend Thunder Armor,111,9,2,3,,,,111,-289,556840,185610,1037,0,0,19,0,0,0,391,0,0,0,33,30,40,0,58,0,0,0,24,0,0,1,0,0
34210,Godsend Thunder Armor,111,9,2,3,,,,111,-289,556900,185630,1037,0,0,19,0,0,0,406,0,0,0,33,30,40,0,61,0,0,0,20,0,0,1,0,0
34211,Inscribed Boots,101,12,2,3,,,,101,-99,255900,85300,1023,0,0,0,0,0,0,48,0,0,0,0,0,0,0,118,0,0,0,0,0,0,1,0,0
34212,Inscribed Boots,101,12,2,3,,,,101,-99,255920,85300,1023,0,0,0,0,0,0,50,0,0,0,0,0,0,0,123,0,0,0,21,0,0,1,0,0
34213,Inscribed Boots,101,12,2,3,,,,101,-99,255940,85310,1023,0,0,0,0,0,0,52,0,0,0,0,0,0,0,128,0,0,0,22,0,0,1,0,0
34214,Wind Demon Boots,103,12,2,3,,,,103,-97,260850,86950,1032,0,0,0,0,0,0,49,0,0,0,0,0,0,0,121,0,0,0,0,0,0,1,0,0
34215,Wind Demon Boots,103,12,2,3,,,,103,-97,260880,86960,1032,0,0,0,0,0,0,51,0,0,0,0,0,0,0,126,0,0,0,21,0,0,1,0,0
34216,Wind Demon Boots,103,12,2,3,,,,103,-97,260890,86960,1032,0,0,0,0,0,0,53,0,0,0,0,0,0,0,131,0,0,0,22,0,0,1,0,0
34217,Wind Demon Boots,105,12,2,3,,,,105,-95,265800,88600,1032,0,0,0,0,0,0,50,0,0,0,0,0,0,0,123,0,0,0,0,0,0,1,0,0
34218,Wind Demon Boots,105,12,2,3,,,,105,-95,265820,88600,1032,0,0,0,0,0,0,52,0,0,0,0,0,0,0,128,0,0,0,21,0,0,1,0,0
34219,Wind Demon Boots,105,12,2,3,,,,105,-95,265850,88610,1032,0,0,0,0,0,0,54,0,0,0,0,0,0,0,133,0,0,0,22,0,0,1,0,0
34220,Ruler Light Boots,107,12,2,3,,,,107,-93,270750,90250,1041,0,0,0,0,0,0,51,0,0,0,0,0,0,0,126,0,0,0,0,0,0,1,0,0
34221,Ruler Light Boots,107,12,2,3,,,,107,-93,270760,90250,1041,0,0,0,0,0,0,53,0,0,0,0,0,0,0,131,0,0,0,21,0,0,1,0,0
34222,Ruler Light Boots,107,12,2,3,,,,107,-93,270790,90260,1041,0,0,0,0,0,0,55,0,0,0,0,0,0,0,136,0,0,0,22,0,0,1,0,0
34223,Ruler Light Boots,109,12,2,3,,,,109,-91,275690,91890,1041,0,0,0,0,0,0,52,0,0,0,0,0,0,0,128,0,0,0,0,0,0,1,0,0
34224,Ruler Light Boots,109,12,2,3,,,,109,-91,275720,91900,1041,0,0,0,0,0,0,55,0,0,0,0,0,0,0,133,0,0,0,21,0,0,1,0,0
34225,Ruler Light Boots,109,12,2,3,,,,109,-91,275750,91910,1041,0,0,0,0,0,0,57,0,0,0,0,0,0,0,139,0,0,0,22,0,0,1,0,0
34226,Ruler Light Boots,111,12,2,3,,,,111,-89,280640,93540,1041,0,0,0,0,0,0,52,0,0,0,0,0,0,0,130,0,0,0,0,0,0,1,0,0
34227,Ruler Light Boots,111,12,2,3,,,,111,-89,280670,93550,1041,0,0,0,0,0,0,55,0,0,0,0,0,0,0,136,0,0,0,21,0,0,1,0,0
34228,Ruler Light Boots,111,12,2,3,,,,111,-89,280700,93560,1041,0,0,0,0,0,0,57,0,0,0,0,0,0,0,141,0,0,0,22,0,0,1,0,0
34229,Death Spirit Gloves,98,10,2,3,,,,98,-202,357220,119070,390,0,0,0,0,0,0,94,0,0,0,0,0,0,232,0,0,0,0,0,0,0,1,0,0
34230,Death Spirit Gloves,98,10,2,3,,,,98,-202,357260,119080,390,0,0,0,0,0,0,98,0,0,0,0,0,0,242,0,0,0,0,23,0,0,1,0,0
34231,Death Spirit Gloves,98,10,2,3,,,,98,-202,357320,119100,390,0,0,0,0,0,0,102,0,0,0,0,0,0,252,0,0,0,0,0,0,0,1,0,0
34232,Inscribed Gloves,100,10,2,3,,,,100,-200,352740,117580,1021,0,0,0,0,0,0,96,0,0,0,0,0,0,236,0,0,0,0,0,0,0,1,0,0
34233,Inscribed Gloves,100,10,2,3,,,,100,-200,352790,117590,1021,0,0,0,0,0,0,100,0,0,0,0,0,0,246,0,0,0,0,23,0,0,1,0,0
34234,Inscribed Gloves,100,10,2,3,,,,100,-200,352830,117610,1021,0,0,0,0,0,0,104,0,0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0
34235,Inscribed Gloves,102,10,2,3,,,,102,-198,359670,119890,1021,0,0,0,0,0,0,98,0,0,0,0,0,0,241,0,0,0,0,0,0,0,1,0,0
34236,Inscribed Gloves,102,10,2,3,,,,102,-198,359720,119900,1021,0,0,0,0,0,0,102,0,0,0,0,0,0,251,0,0,0,0,23,0,0,1,0,0
34237,Inscribed Gloves,102,10,2,3,,,,102,-198,359770,119920,1021,0,0,0,0,0,0,106,0,0,0,0,0,0,261,0,0,0,0,0,0,0,1,0,0
34238,Wind Devil Gloves,104,10,2,3,,,,104,-196,366610,122200,1030,0,0,0,0,0,0,100,0,0,0,0,0,0,246,0,0,0,0,0,0,0,1,0,0
34239,Wind Devil Gloves,104,10,2,3,,,,104,-196,366660,122220,1030,0,0,0,0,0,0,105,0,0,0,0,0,0,256,0,0,0,0,23,0,0,1,0,0
34240,Wind Devil Gloves,104,10,2,3,,,,104,-196,366700,122230,1030,0,0,0,0,0,0,109,0,0,0,0,0,0,266,0,0,0,0,0,0,0,1,0,0
34241,Thunder God Gloves,106,10,2,3,,,,106,-194,373540,124510,1039,0,0,0,0,0,0,102,0,0,0,0,0,0,250,0,0,0,0,0,0,0,1,0,0
34242,Thunder God Gloves,106,10,2,3,,,,106,-194,373590,124530,1039,0,0,0,0,0,0,106,0,0,0,0,0,0,261,0,0,0,0,23,0,0,1,0,0
34243,Thunder God Gloves,106,10,2,3,,,,106,-194,373630,124540,1039,0,0,0,0,0,0,110,0,0,0,0,0,0,271,0,0,0,0,0,0,0,1,0,0
34244,Thunder God Gloves,108,10,2,3,,,,108,-192,380480,126820,1039,0,0,0,0,0,0,104,0,0,0,0,0,0,255,0,0,0,0,0,0,0,1,0,0
34245,Thunder God Gloves,108,10,2,3,,,,108,-192,380530,126840,1039,0,0,0,0,0,0,108,0,0,0,0,0,0,266,0,0,0,0,23,0,0,1,0,0
34246,Thunder God Gloves,108,10,2,3,,,,108,-192,380580,126860,1039,0,0,0,0,0,0,113,0,0,0,0,0,0,276,0,0,0,0,0,0,0,1,0,0
34247,Thunder God Gloves,110,10,2,3,,,,110,-190,387410,129130,1039,0,0,0,0,0,0,105,0,0,0,0,0,0,260,0,0,0,0,0,0,0,1,0,0
34248,Thunder God Gloves,110,10,2,3,,,,110,-190,387460,129150,1039,0,0,0,0,0,0,110,0,0,0,0,0,0,271,0,0,0,0,23,0,0,1,0,0
34249,Thunder God Gloves,110,10,2,3,,,,110,-190,387520,129170,1039,0,0,0,0,0,0,114,0,0,0,0,0,0,282,0,0,0,0,0,0,0,1,0,0
34250,Thunder God Gloves,112,10,2,3,,,,112,-188,394350,131450,1039,0,0,0,0,0,0,108,0,0,0,0,0,0,265,0,0,0,0,0,0,0,1,0,0
34251,Thunder God Gloves,112,10,2,3,,,,112,-188,394400,131460,1039,0,0,0,0,0,0,112,0,0,0,0,0,0,276,0,0,0,0,23,0,0,1,0,0
34252,Thunder God Gloves,112,10,2,3,,,,112,-188,394450,131480,1039,0,0,0,0,0,0,117,0,0,0,0,0,0,287,0,0,0,0,0,0,0,1,0,0
34253,Cloisonne Gold Ring,96,11,2,3,,,,96,-104,418990,139660,415,0,14,0,0,0,0,0,0,146,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0
34254,Cloisonne Gold Ring,96,11,2,3,,,,96,-104,419010,139670,415,0,14,0,0,0,0,0,0,152,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34255,Cloisonne Gold Ring,96,11,2,3,,,,96,-104,419030,139670,415,0,14,0,0,0,0,0,0,158,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34256,Cloisonne Gold Ring,98,11,2,3,,,,98,-102,407250,135750,415,0,15,0,0,0,0,0,0,148,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0
34257,Cloisonne Gold Ring,98,11,2,3,,,,98,-102,407270,135750,415,0,15,0,0,0,0,0,0,155,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34258,Cloisonne Gold Ring,98,11,2,3,,,,98,-102,407290,135760,415,0,15,0,0,0,0,0,0,161,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34259,Dark Jade Ring,100,11,2,3,,,,100,-100,402110,134030,1022,0,15,0,0,0,0,0,0,152,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0
34260,Dark Jade Ring,100,11,2,3,,,,100,-100,402130,134040,1022,0,15,0,0,0,0,0,0,158,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34261,Dark Jade Ring,100,11,2,3,,,,100,-100,402160,134050,1022,0,15,0,0,0,0,0,0,165,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34262,Dark Jade Ring,102,11,2,3,,,,102,-98,410020,136670,1022,0,15,0,0,0,0,0,0,154,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0
34263,Dark Jade Ring,102,11,2,3,,,,102,-98,410040,136680,1022,0,15,0,0,0,0,0,0,161,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34264,Dark Jade Ring,102,11,2,3,,,,102,-98,410060,136680,1022,0,15,0,0,0,0,0,0,167,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34265,Flying Golden Ring,104,11,2,3,,,,104,-96,417970,139320,1031,0,16,0,0,0,0,0,0,158,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0
34266,Flying Golden Ring,104,11,2,3,,,,104,-96,418000,139330,1031,0,16,0,0,0,0,0,0,165,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34267,Flying Golden Ring,104,11,2,3,,,,104,-96,418020,139340,1031,0,16,0,0,0,0,0,0,171,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34268,Emperor Gold Ring,106,11,2,3,,,,106,-94,425880,141960,1040,0,16,0,0,0,0,0,0,160,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0
34269,Emperor Gold Ring,106,11,2,3,,,,106,-94,425900,141960,1040,0,16,0,0,0,0,0,0,167,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34270,Emperor Gold Ring,106,11,2,3,,,,106,-94,425930,141970,1040,0,16,0,0,0,0,0,0,174,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34271,Emperor Gold Ring,108,11,2,3,,,,108,-92,433790,144590,1040,0,16,0,0,0,0,0,0,164,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0
34272,Emperor Gold Ring,108,11,2,3,,,,108,-92,433820,144600,1040,0,16,0,0,0,0,0,0,171,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34273,Emperor Gold Ring,108,11,2,3,,,,108,-92,433840,144610,1040,0,16,0,0,0,0,0,0,178,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34274,Emperor Gold Ring,110,11,2,3,,,,110,-90,441750,147250,1040,0,17,0,0,0,0,0,0,168,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0
34275,Emperor Gold Ring,110,11,2,3,,,,110,-90,441770,147250,1040,0,17,0,0,0,0,0,0,175,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34276,Emperor Gold Ring,110,11,2,3,,,,110,-90,441790,147260,1040,0,17,0,0,0,0,0,0,182,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34277,Emperor Gold Ring,112,11,2,3,,,,112,-88,449660,149880,1040,0,17,0,0,0,0,0,0,170,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0
34278,Emperor Gold Ring,112,11,2,3,,,,112,-88,449690,149890,1040,0,17,0,0,0,0,0,0,177,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34279,Emperor Gold Ring,112,11,2,3,,,,112,-88,449710,149900,1040,0,17,0,0,0,0,0,0,184,0,0,0,0,0,0,20,0,0,25,0,0,1,0,0
34280,Devil Golden Amulet,96,7,2,3,,,,96,-204,420320,140100,295,0,0,0,16,0,0,0,0,0,0,80,73,98,0,0,0,0,0,0,0,0,1,0,0
34281,Devil Golden Amulet,96,7,2,3,,,,96,-204,420370,140120,295,0,0,0,16,0,0,0,0,0,0,83,76,102,0,0,0,0,0,26,0,0,1,0,0
34282,Devil Golden Amulet,96,7,2,3,,,,96,-204,420420,140140,295,0,0,0,16,0,0,0,0,0,0,87,79,106,0,0,0,0,0,26,0,0,1,0,0
34283,Devil Golden Amulet,98,7,2,3,,,,98,-202,408620,136200,295,0,0,0,17,0,0,0,0,0,0,82,74,99,0,0,0,0,0,0,0,0,1,0,0
34284,Devil Golden Amulet,98,7,2,3,,,,98,-202,408670,136220,295,0,0,0,17,0,0,0,0,0,0,86,77,103,0,0,0,0,0,26,0,0,1,0,0
34285,Devil Golden Amulet,98,7,2,3,,,,98,-202,408720,136240,295,0,0,0,17,0,0,0,0,0,0,89,80,107,0,0,0,0,0,26,0,0,1,0,0
34286,Cloud Amulet,100,7,2,3,,,,100,-200,403500,134500,1018,0,0,0,17,0,0,0,0,0,0,84,75,102,0,0,0,0,0,0,0,0,1,0,0
34287,Cloud Amulet,100,7,2,3,,,,100,-200,403550,134510,1018,0,0,0,17,0,0,0,0,0,0,87,78,106,0,0,0,0,0,26,0,0,1,0,0
34288,Cloud Amulet,100,7,2,3,,,,100,-200,403600,134530,1018,0,0,0,17,0,0,0,0,0,0,91,81,110,0,0,0,0,0,26,0,0,1,0,0
34289,Cloud Amulet,102,7,2,3,,,,102,-198,411500,137160,1018,0,0,0,18,0,0,0,0,0,0,86,76,104,0,0,0,0,0,0,0,0,1,0,0
34290,Cloud Amulet,102,7,2,3,,,,102,-198,411560,137180,1018,0,0,0,18,0,0,0,0,0,0,90,80,108,0,0,0,0,0,26,0,0,1,0,0
34291,Cloud Amulet,102,7,2,3,,,,102,-198,411600,137200,1018,0,0,0,18,0,0,0,0,0,0,93,83,113,0,0,0,0,0,26,0,0,1,0,0
34292,Phantom Orchid Amulet,104,7,2,3,,,,104,-196,419410,139800,1027,0,0,0,18,0,0,0,0,0,0,87,79,105,0,0,0,0,0,0,0,0,1,0,0
34293,Phantom Orchid Amulet,104,7,2,3,,,,104,-196,419480,139820,1027,0,0,0,18,0,0,0,0,0,0,91,82,110,0,0,0,0,0,26,0,0,1,0,0
34294,Phantom Orchid Amulet,104,7,2,3,,,,104,-196,419530,139840,1027,0,0,0,18,0,0,0,0,0,0,94,85,114,0,0,0,0,0,26,0,0,1,0,0
34295,Besiegement Amulet,106,7,2,3,,,,106,-194,427350,142450,1036,0,0,0,18,0,0,0,0,0,0,88,80,108,0,0,0,0,0,0,0,0,1,0,0
