ID,Name,Description1,Description2,Description3
27013,"이형태도","","",""
27014,"이형태도","","",""
27015,"흑룡태도","","",""
27016,"흑룡태도","","",""
27017,"흑룡태도","","",""
27018,"흑룡태도","","",""
27019,"흑룡태도","","",""
27020,"흑룡태도","","",""
27021,"철중사령도","","",""
27022,"철중사령도","","",""
27023,"철중사령도","","",""
27024,"철중사령도","","",""
27025,"철중사령도","","",""
27026,"철중사령도","","",""
27027,"철중사령도","","",""
27028,"패왕사령도","","",""
27029,"패왕사령도","","",""
27030,"패왕사령도","","",""
27031,"패왕사령도","","",""
27032,"패왕사령도","","",""
27033,"패왕사령도","","",""
27034,"패왕사령도","","",""
27035,"패왕사령도","","",""
27036,"암명태도","","",""
27037,"암명태도","","",""
27038,"암명태도","","",""
27039,"암명태도","","",""
27040,"암명태도","","",""
27041,"암명태도","","",""
27042,"암명태도","","",""
27043,"암명태도","","",""
27044,"암명태도","","",""
27045,"월향단공도","","",""
27046,"월향단공도","","",""
27047,"월향단공도","","",""
27048,"월향단공도","","",""
27049,"월향단공도","","",""
27050,"월향단공도","","",""
27051,"월향단공도","","",""
27052,"월향단공도","","",""
27053,"월향단공도","","",""
27054,"월향단공도","","",""
27055,"공절쌍섬","","",""
27056,"공절쌍섬","","",""
27057,"혈경쌍섬","","",""
27058,"혈경쌍섬","","",""
27059,"혈경쌍섬","","",""
27060,"자웅호령극","","",""
27061,"자웅호령극","","",""
27062,"자웅호령극","","",""
27063,"자웅호령극","","",""
27064,"회랑쌍섬","","",""
27065,"회랑쌍섬","","",""
27066,"회랑쌍섬","","",""
27067,"회랑쌍섬","","",""
27068,"회랑쌍섬","","",""
27069,"자웅쌍극","","",""
27070,"자웅쌍극","","",""
27071,"자웅쌍극","","",""
27072,"자웅쌍극","","",""
27073,"자웅쌍극","","",""
27074,"자웅쌍극","","",""
27075,"흑표쌍극","","",""
27076,"흑표쌍극","","",""
27077,"흑표쌍극","","",""
27078,"흑표쌍극","","",""
27079,"흑표쌍극","","",""
27080,"흑표쌍극","","",""
27081,"흑표쌍극","","",""
27082,"자웅천살극","","",""
27083,"자웅천살극","","",""
27084,"자웅천살극","","",""
27085,"자웅천살극","","",""
27086,"자웅천살극","","",""
27087,"자웅천살극","","",""
27088,"자웅천살극","","",""
27089,"자웅천살극","","",""
27090,"멸구쌍섬","","",""
27091,"멸구쌍섬","","",""
27092,"멸구쌍섬","","",""
27093,"멸구쌍섬","","",""
27094,"멸구쌍섬","","",""
27095,"멸구쌍섬","","",""
27096,"멸구쌍섬","","",""
27097,"멸구쌍섬","","",""
27098,"멸구쌍섬","","",""
27099,"자웅월아극","","",""
27100,"자웅월아극","","",""
27101,"자웅월아극","","",""
27102,"자웅월아극","","",""
27103,"자웅월아극","","",""
27104,"자웅월아극","","",""
27105,"자웅월아극","","",""
27106,"자웅월아극","","",""
27107,"자웅월아극","","",""
27108,"자웅월아극","","",""
27109,"한풍오현","","",""
27110,"한풍오현","","",""
27111,"설벽오현","","",""
27112,"설벽오현","","",""
27113,"설벽오현","","",""
27114,"동목오현","","",""
27115,"동목오현","","",""
27116,"동목오현","","",""
27117,"동목오현","","",""
27118,"태극오현","","",""
27119,"태극오현","","",""
27120,"태극오현","","",""
27121,"태극오현","","",""
27122,"태극오현","","",""
27123,"제천사형","","",""
27124,"제천사형","","",""
27125,"제천사형","","",""
27126,"제천사형","","",""
27127,"제천사형","","",""
27128,"제천사형","","",""
27129,"상원오현","","",""
27130,"상원오현","","",""
27131,"상원오현","","",""
27132,"상원오현","","",""
27133,"상원오현","","",""
27134,"상원오현","","",""
27135,"상원오현","","",""
27136,"양양오현","","",""
27137,"양양오현","","",""
27138,"양양오현","","",""
27139,"양양오현","","",""
27140,"양양오현","","",""
27141,"양양오현","","",""
27142,"양양오현","","",""
27143,"양양오현","","",""
27144,"아향오현","","",""
27145,"아향오현","","",""
27146,"아향오현","","",""
27147,"아향오현","","",""
27148,"아향오현","","",""
27149,"아향오현","","",""
27150,"아향오현","","",""
27151,"아향오현","","",""
27152,"아향오현","","",""
27153,"금쇄오현","","",""
27154,"금쇄오현","","",""
27155,"금쇄오현","","",""
27156,"금쇄오현","","",""
27157,"금쇄오현","","",""
27158,"금쇄오현","","",""
27159,"금쇄오현","","",""
27160,"금쇄오현","","",""
27161,"금쇄오현","","",""
27162,"금쇄오현","","",""
27163,"한천무의","","",""
27164,"한천무의","","",""
27165,"청설무의","","",""
27166,"청설무의","","",""
27167,"청설무의","","",""
27168,"흑룡무의","","",""
27169,"흑룡무의","","",""
27170,"흑룡무의","","",""
27171,"흑룡무의","","",""
27172,"현령무의갑","","",""
27173,"현령무의갑","","",""
27174,"현령무의갑","","",""
27175,"현령무의갑","","",""
27176,"현령무의갑","","",""
27177,"독패경감","","",""
27178,"독패경감","","",""
27179,"독패경감","","",""
27180,"독패경감","","",""
27181,"독패경감","","",""
27182,"독패경감","","",""
27183,"북성무의갑","","",""
27184,"북성무의갑","","",""
27185,"북성무의갑","","",""
27186,"북성무의갑","","",""
27187,"북성무의갑","","",""
27188,"북성무의갑","","",""
27189,"북성무의갑","","",""
27190,"적양무의갑","","",""
27191,"적양무의갑","","",""
27192,"적양무의갑","","",""
27193,"적양무의갑","","",""
27194,"적양무의갑","","",""
27195,"적양무의갑","","",""
27196,"적양무의갑","","",""
27197,"적양무의갑","","",""
27198,"흑풍무의갑","","",""
27199,"흑풍무의갑","","",""
27200,"흑풍무의갑","","",""
27201,"흑풍무의갑","","",""
27202,"흑풍무의갑","","",""
27203,"흑풍무의갑","","",""
27204,"흑풍무의갑","","",""
27205,"흑풍무의갑","","",""
27206,"흑풍무의갑","","",""
27207,"사령적괘갑","","",""
27208,"사령적괘갑","","",""
27209,"사령적괘갑","","",""
27210,"사령적괘갑","","",""
27211,"사령적괘갑","","",""
27212,"사령적괘갑","","",""
27213,"사령적괘갑","","",""
27214,"사령적괘갑","","",""
27215,"사령적괘갑","","",""
27216,"사령적괘갑","","",""
27217,"상운호완","","",""
27218,"상운호완","","",""
27219,"화천호완","","",""
27220,"화천호완","","",""
27221,"화천호완","","",""
27222,"흑룡호완","","",""
27223,"흑룡호완","","",""
27224,"흑룡호완","","",""
27225,"흑룡호완","","",""
27226,"흑봉호완","","",""
27227,"흑봉호완","","",""
27228,"흑봉호완","","",""
27229,"흑봉호완","","",""
27230,"흑봉호완","","",""
27231,"독패호완","","",""
27232,"독패호완","","",""
27233,"독패호완","","",""
27234,"독패호완","","",""
27235,"독패호완","","",""
27236,"독패호완","","",""
27237,"혈랑호완","","",""
27238,"혈랑호완","","",""
27239,"혈랑호완","","",""
27240,"혈랑호완","","",""
27241,"혈랑호완","","",""
27242,"혈랑호완","","",""
27243,"혈랑호완","","",""
27244,"적양호완","","",""
27245,"적양호완","","",""
27246,"적양호완","","",""
27247,"적양호완","","",""
27248,"적양호완","","",""
27249,"적양호완","","",""
27250,"적양호완","","",""
27251,"적양호완","","",""
27252,"벽사호완","","",""
27253,"벽사호완","","",""
27254,"벽사호완","","",""
27255,"벽사호완","","",""
27256,"벽사호완","","",""
27257,"벽사호완","","",""
27258,"벽사호완","","",""
27259,"벽사호완","","",""
27260,"벽사호완","","",""
27261,"사령호완","","",""
27262,"사령호완","","",""
27263,"사령호완","","",""
27264,"사령호완","","",""
27265,"사령호완","","",""
27266,"사령호완","","",""
27267,"사령호완","","",""
27268,"사령호완","","",""
27269,"사령호완","","",""
27270,"사령호완","","",""
27271,"한천흑피화","","",""
27272,"한천흑피화","","",""
27273,"청설흑피화","","",""
27274,"청설흑피화","","",""
27275,"청설흑피화","","",""
27276,"흑룡흑피화","","",""
27277,"흑룡흑피화","","",""
27278,"흑룡흑피화","","",""
27279,"흑룡흑피화","","",""
27280,"현령흑피화","","",""
27281,"현령흑피화","","",""
27282,"현령흑피화","","",""
27283,"현령흑피화","","",""
27284,"현령흑피화","","",""
27285,"독패갑개화","","",""
27286,"독패갑개화","","",""
27287,"독패갑개화","","",""
27288,"독패갑개화","","",""
27289,"독패갑개화","","",""
27290,"독패갑개화","","",""
27291,"북성갑개화","","",""
27292,"북성갑개화","","",""
27293,"북성갑개화","","",""
27294,"북성갑개화","","",""
27295,"북성갑개화","","",""
27296,"북성갑개화","","",""
27297,"북성갑개화","","",""
27298,"적양갑개화","","",""
27299,"적양갑개화","","",""
27300,"적양갑개화","","",""
27301,"적양갑개화","","",""
27302,"적양갑개화","","",""
27303,"적양갑개화","","",""
27304,"적양갑개화","","",""
27305,"적양갑개화","","",""
27306,"무의갑개화","","",""
27307,"무의갑개화","","",""
27308,"무의갑개화","","",""
27309,"무의갑개화","","",""
27310,"무의갑개화","","",""
27311,"무의갑개화","","",""
27312,"무의갑개화","","",""
27313,"무의갑개화","","",""
27314,"무의갑개화","","",""
27315,"사령갑개화","","",""
27316,"사령갑개화","","",""
27317,"사령갑개화","","",""
27318,"사령갑개화","","",""
27319,"사령갑개화","","",""
27320,"사령갑개화","","",""
27321,"사령갑개화","","",""
27322,"사령갑개화","","",""
27323,"사령갑개화","","",""
27324,"사령갑개화","","",""
27325,"녹옥보주","","",""
27326,"녹옥보주","","",""
27327,"삼성보주","","",""
27328,"삼성보주","","",""
27329,"삼성보주","","",""
27330,"패령옥패","","",""
27331,"패령옥패","","",""
27332,"패령옥패","","",""
27333,"패령옥패","","",""
27334,"법령주","","",""
27335,"법령주","","",""
27336,"법령주","","",""
27337,"법령주","","",""
27338,"법령주","","",""
27339,"홍안보옥","","",""
27340,"홍안보옥","","",""
27341,"홍안보옥","","",""
27342,"홍안보옥","","",""
27343,"홍안보옥","","",""
27344,"홍안보옥","","",""
27345,"용아보패","","",""
27346,"용아보패","","",""
27347,"용아보패","","",""
27348,"용아보패","","",""
27349,"용아보패","","",""
27350,"용아보패","","",""
27351,"용아보패","","",""
27352,"혈광옥패","","",""
27353,"혈광옥패","","",""
27354,"혈광옥패","","",""
27355,"혈광옥패","","",""
27356,"혈광옥패","","",""
27357,"혈광옥패","","",""
27358,"혈광옥패","","",""
27359,"혈광옥패","","",""
27360,"복마금패","","",""
27361,"복마금패","","",""
27362,"복마금패","","",""
27363,"복마금패","","",""
27364,"복마금패","","",""
27365,"복마금패","","",""
27366,"복마금패","","",""
27367,"복마금패","","",""
27368,"복마금패","","",""
27369,"복마금패","","",""
27370,"복마금패","","",""
27371,"복마금패","","",""
27372,"복마금패","","",""
27373,"복마금패","","",""
27374,"복마금패","","",""
27375,"복마금패","","",""
27376,"복마금패","","",""
27377,"복마금패","","",""
27378,"복마금패","","",""
27379,"청옥지환","","",""
27380,"청옥지환","","",""
27381,"벽룡지환","","",""
27382,"벽룡지환","","",""
27383,"벽룡지환","","",""
27384,"현경지환","","",""
27385,"현경지환","","",""
27386,"현경지환","","",""
27387,"현경지환","","",""
27388,"호문지환","","",""
27389,"호문지환","","",""
27390,"호문지환","","",""
27391,"호문지환","","",""
27392,"호문지환","","",""
27393,"청성지환","","",""
27394,"청성지환","","",""
27395,"청성지환","","",""
27396,"청성지환","","",""
27397,"청성지환","","",""
27398,"청성지환","","",""
27399,"오절금환","","",""
27400,"오절금환","","",""
27401,"오절금환","","",""
27402,"오절금환","","",""
27403,"오절금환","","",""
27404,"오절금환","","",""
27405,"오절금환","","",""
27406,"낭문지환","","",""
27407,"낭문지환","","",""
27408,"낭문지환","","",""
27409,"낭문지환","","",""
27410,"낭문지환","","",""
27411,"낭문지환","","",""
27412,"낭문지환","","",""
27413,"낭문지환","","",""
27414,"칠보금환","","",""
27415,"칠보금환","","",""
27416,"칠보금환","","",""
27417,"칠보금환","","",""
27418,"칠보금환","","",""
27419,"칠보금환","","",""
27420,"칠보금환","","",""
27421,"칠보금환","","",""
27422,"칠보금환","","",""
27423,"칠보금환","","",""
27424,"칠보금환","","",""
27425,"칠보금환","","",""
27426,"칠보금환","","",""
27427,"칠보금환","","",""
27428,"칠보금환","","",""
27429,"칠보금환","","",""
27430,"칠보금환","","",""
27431,"칠보금환","","",""
27432,"칠보금환","","",""
27433,"월향단공도","","",""
27434,"월향단공도","","",""
27435,"월향단공도","","",""
27436,"월향단공도","","",""
27437,"월향단공도","","",""
27438,"월향단공도","","",""
27439,"월향단공도","","",""
27440,"월향단공도","","",""
27441,"월향단공도","","",""
27442,"월향단공도","","",""
27443,"월향단공도","","",""
27444,"암명태도","","",""
27445,"암명태도","","",""
27446,"암명태도","","",""
27447,"암명태도","","",""
27448,"암명태도","","",""
27449,"암명태도","","",""
27450,"암명태도","","",""
27451,"암명태도","","",""
27452,"암명태도","","",""
27453,"암명태도","","",""
27454,"패왕사령도","","",""
27455,"패왕사령도","","",""
27456,"패왕사령도","","",""
27457,"패왕사령도","","",""
27458,"패왕사령도","","",""
27459,"패왕사령도","","",""
27460,"패왕사령도","","",""
27461,"패왕사령도","","",""
27462,"패왕사령도","","",""
27463,"철중사령도","","",""
27464,"철중사령도","","",""
27465,"철중사령도","","",""
27466,"철중사령도","","",""
27467,"철중사령도","","",""
27468,"철중사령도","","",""
27469,"철중사령도","","",""
27470,"철중사령도","","",""
27471,"흑룡태도","","",""
27472,"흑룡태도","","",""
27473,"흑룡태도","","",""
27474,"흑룡태도","","",""
27475,"흑룡태도","","",""
27476,"흑룡태도","","",""
27477,"흑룡태도","","",""
27478,"이형태도","","",""
27479,"이형태도","","",""
27480,"이형태도","","",""
27481,"이형태도","","",""
27482,"이형태도","","",""
27483,"이형태도","","",""
27484,"묵섬태도","","",""
27485,"묵섬태도","","",""
27486,"묵섬태도","","",""
27487,"묵섬태도","","",""
27488,"묵섬태도","","",""
27489,"흑령태도","","",""
27490,"흑령태도","","",""
27491,"흑령태도","","",""
27492,"흑령태도","","",""
27493,"적령태도","","",""
27494,"적령태도","","",""
27495,"적령태도","","",""
27496,"자웅월아극","","",""
27497,"자웅월아극","","",""
27498,"자웅월아극","","",""
27499,"자웅월아극","","",""
27500,"자웅월아극","","",""
27501,"자웅월아극","","",""
27502,"자웅월아극","","",""
27503,"자웅월아극","","",""
27504,"자웅월아극","","",""
27505,"자웅월아극","","",""
27506,"자웅월아극","","",""
27507,"멸구쌍섬","","",""
27508,"멸구쌍섬","","",""
27509,"멸구쌍섬","","",""
27510,"멸구쌍섬","","",""
27511,"멸구쌍섬","","",""
27512,"멸구쌍섬","","",""
27513,"멸구쌍섬","","",""
27514,"멸구쌍섬","","",""
27515,"멸구쌍섬","","",""
27516,"멸구쌍섬","","",""
27517,"자웅천살극","","",""
27518,"자웅천살극","","",""
27519,"자웅천살극","","",""
27520,"자웅천살극","","",""
27521,"자웅천살극","","",""
27522,"자웅천살극","","",""
27523,"자웅천살극","","",""
27524,"자웅천살극","","",""
27525,"자웅천살극","","",""
27526,"흑표쌍극","","",""
27527,"흑표쌍극","","",""
27528,"흑표쌍극","","",""
27529,"흑표쌍극","","",""
27530,"흑표쌍극","","",""
27531,"흑표쌍극","","",""
27532,"흑표쌍극","","",""
27533,"흑표쌍극","","",""
27534,"자웅쌍극","","",""
27535,"자웅쌍극","","",""
27536,"자웅쌍극","","",""
27537,"자웅쌍극","","",""
27538,"자웅쌍극","","",""
27539,"자웅쌍극","","",""
27540,"자웅쌍극","","",""
27541,"회랑쌍섬","","",""
27542,"회랑쌍섬","","",""
27543,"회랑쌍섬","","",""
27544,"회랑쌍섬","","",""
27545,"회랑쌍섬","","",""
27546,"회랑쌍섬","","",""
27547,"자웅호령극","","",""
27548,"자웅호령극","","",""
27549,"자웅호령극","","",""
27550,"자웅호령극","","",""
27551,"자웅호령극","","",""
27552,"혈경쌍섬","","",""
27553,"혈경쌍섬","","",""
27554,"혈경쌍섬","","",""
27555,"혈경쌍섬","","",""
27556,"공절쌍섬","","",""
27557,"공절쌍섬","","",""
27558,"공절쌍섬","","",""
27559,"금쇄오현","","",""
27560,"금쇄오현","","",""
27561,"금쇄오현","","",""
27562,"금쇄오현","","",""
27563,"금쇄오현","","",""
27564,"금쇄오현","","",""
27565,"금쇄오현","","",""
27566,"금쇄오현","","",""
27567,"금쇄오현","","",""
27568,"금쇄오현","","",""
27569,"금쇄오현","","",""
27570,"아향오현","","",""
27571,"아향오현","","",""
27572,"아향오현","","",""
27573,"아향오현","","",""
27574,"아향오현","","",""
27575,"아향오현","","",""
27576,"아향오현","","",""
27577,"아향오현","","",""
27578,"아향오현","","",""
27579,"아향오현","","",""
27580,"양양오현","","",""
27581,"양양오현","","",""
27582,"양양오현","","",""
27583,"양양오현","","",""
27584,"양양오현","","",""
27585,"양양오현","","",""
27586,"양양오현","","",""
27587,"양양오현","","",""
27588,"양양오현","","",""
27589,"상원오현","","",""
27590,"상원오현","","",""
27591,"상원오현","","",""
27592,"상원오현","","",""
27593,"상원오현","","",""
27594,"상원오현","","",""
27595,"상원오현","","",""
27596,"상원오현","","",""
27597,"제천사형","","",""
27598,"제천사형","","",""
27599,"제천사형","","",""
27600,"제천사형","","",""
27601,"제천사형","","",""
27602,"제천사형","","",""
27603,"제천사형","","",""
27604,"태극오현","","",""
27605,"태극오현","","",""
27606,"태극오현","","",""
27607,"태극오현","","",""
27608,"태극오현","","",""
27609,"태극오현","","",""
27610,"동목오현","","",""
27611,"동목오현","","",""
27612,"동목오현","","",""
27613,"동목오현","","",""
27614,"동목오현","","",""
27615,"설벽오현","","",""
27616,"설벽오현","","",""
27617,"설벽오현","","",""
27618,"설벽오현","","",""
27619,"한풍오현","","",""
27620,"한풍오현","","",""
27621,"한풍오현","","",""
27622,"사령적괘갑","","",""
27623,"사령적괘갑","","",""
27624,"사령적괘갑","","",""
27625,"사령적괘갑","","",""
27626,"사령적괘갑","","",""
27627,"사령적괘갑","","",""
27628,"사령적괘갑","","",""
27629,"사령적괘갑","","",""
27630,"사령적괘갑","","",""
27631,"사령적괘갑","","",""
27632,"사령적괘갑","","",""
27633,"흑풍무의갑","","",""
27634,"흑풍무의갑","","",""
27635,"흑풍무의갑","","",""
27636,"흑풍무의갑","","",""
27637,"흑풍무의갑","","",""
27638,"흑풍무의갑","","",""
27639,"흑풍무의갑","","",""
27640,"흑풍무의갑","","",""
27641,"흑풍무의갑","","",""
27642,"흑풍무의갑","","",""
27643,"적양무의갑","","",""
27644,"적양무의갑","","",""
27645,"적양무의갑","","",""
27646,"적양무의갑","","",""
27647,"적양무의갑","","",""
27648,"적양무의갑","","",""
27649,"적양무의갑","","",""
27650,"적양무의갑","","",""
27651,"적양무의갑","","",""
27652,"북성무의갑","","",""
27653,"북성무의갑","","",""
27654,"북성무의갑","","",""
27655,"북성무의갑","","",""
27656,"북성무의갑","","",""
27657,"북성무의갑","","",""
27658,"북성무의갑","","",""
27659,"북성무의갑","","",""
27660,"독패경감","","",""
27661,"독패경감","","",""
27662,"독패경감","","",""
27663,"독패경감","","",""
27664,"독패경감","","",""
27665,"독패경감","","",""
27666,"독패경감","","",""
27667,"현령무의갑","","",""
27668,"현령무의갑","","",""
27669,"현령무의갑","","",""
27670,"현령무의갑","","",""
27671,"현령무의갑","","",""
27672,"현령무의갑","","",""
27673,"흑룡무의","","",""
27674,"흑룡무의","","",""
27675,"흑룡무의","","",""
27676,"흑룡무의","","",""
27677,"흑룡무의","","",""
27678,"청설무의","","",""
27679,"청설무의","","",""
27680,"청설무의","","",""
27681,"청설무의","","",""
27682,"한천무의","","",""
27683,"한천무의","","",""
27684,"한천무의","","",""
27685,"사령호완","","",""
27686,"사령호완","","",""
27687,"사령호완","","",""
27688,"사령호완","","",""
27689,"사령호완","","",""
27690,"사령호완","","",""
27691,"사령호완","","",""
27692,"사령호완","","",""
27693,"사령호완","","",""
27694,"사령호완","","",""
27695,"사령호완","","",""
27696,"벽사호완","","",""
27697,"벽사호완","","",""
27698,"벽사호완","","",""
27699,"벽사호완","","",""
27700,"벽사호완","","",""
27701,"벽사호완","","",""
27702,"벽사호완","","",""
27703,"벽사호완","","",""
27704,"벽사호완","","",""
27705,"벽사호완","","",""
27706,"적양호완","","",""
27707,"적양호완","","",""
27708,"적양호완","","",""
27709,"적양호완","","",""
27710,"적양호완","","",""
27711,"적양호완","","",""
27712,"적양호완","","",""
27713,"적양호완","","",""
27714,"적양호완","","",""
27715,"혈랑호완","","",""
27716,"혈랑호완","","",""
27717,"혈랑호완","","",""
27718,"혈랑호완","","",""
27719,"혈랑호완","","",""
27720,"혈랑호완","","",""
27721,"혈랑호완","","",""
27722,"혈랑호완","","",""
27723,"독패호완","","",""
27724,"독패호완","","",""
27725,"독패호완","","",""
27726,"독패호완","","",""
27727,"독패호완","","",""
27728,"독패호완","","",""
27729,"독패호완","","",""
27730,"흑봉호완","","",""
27731,"흑봉호완","","",""
27732,"흑봉호완","","",""
27733,"흑봉호완","","",""
27734,"흑봉호완","","",""
27735,"흑봉호완","","",""
27736,"흑룡호완","","",""
27737,"흑룡호완","","",""
27738,"흑룡호완","","",""
27739,"흑룡호완","","",""
27740,"흑룡호완","","",""
27741,"화천호완","","",""
27742,"화천호완","","",""
27743,"화천호완","","",""
27744,"화천호완","","",""
27745,"상운호완","","",""
27746,"상운호완","","",""
27747,"상운호완","","",""
27748,"사령갑개화","","",""
27749,"사령갑개화","","",""
27750,"사령갑개화","","",""
27751,"사령갑개화","","",""
27752,"사령갑개화","","",""
27753,"사령갑개화","","",""
27754,"사령갑개화","","",""
27755,"사령갑개화","","",""
27756,"사령갑개화","","",""
27757,"사령갑개화","","",""
27758,"사령갑개화","","",""
27759,"무의갑개화","","",""
27760,"무의갑개화","","",""
27761,"무의갑개화","","",""
27762,"무의갑개화","","",""
27763,"무의갑개화","","",""
27764,"무의갑개화","","",""
27765,"무의갑개화","","",""
27766,"무의갑개화","","",""
27767,"무의갑개화","","",""
27768,"무의갑개화","","",""
27769,"적양갑개화","","",""
27770,"적양갑개화","","",""
27771,"적양갑개화","","",""
27772,"적양갑개화","","",""
27773,"적양갑개화","","",""
27774,"적양갑개화","","",""
27775,"적양갑개화","","",""
27776,"적양갑개화","","",""
27777,"적양갑개화","","",""
27778,"북성갑개화","","",""
27779,"북성갑개화","","",""
27780,"북성갑개화","","",""
27781,"북성갑개화","","",""
27782,"북성갑개화","","",""
27783,"북성갑개화","","",""
27784,"북성갑개화","","",""
27785,"북성갑개화","","",""
27786,"독패갑개화","","",""
27787,"독패갑개화","","",""
27788,"독패갑개화","","",""
27789,"독패갑개화","","",""
27790,"독패갑개화","","",""
27791,"독패갑개화","","",""
27792,"독패갑개화","","",""
27793,"현령흑피화","","",""
27794,"현령흑피화","","",""
27795,"현령흑피화","","",""
27796,"현령흑피화","","",""
27797,"현령흑피화","","",""
27798,"현령흑피화","","",""
27799,"흑룡흑피화","","",""
27800,"흑룡흑피화","","",""
27801,"흑룡흑피화","","",""
27802,"흑룡흑피화","","",""
27803,"흑룡흑피화","","",""
27804,"청설흑피화","","",""
27805,"청설흑피화","","",""
27806,"청설흑피화","","",""
27807,"청설흑피화","","",""
27808,"한천흑피화","","",""
27809,"한천흑피화","","",""
27810,"한천흑피화","","",""
27811,"복마금패","","",""
27812,"복마금패","","",""
27813,"복마금패","","",""
27814,"복마금패","","",""
27815,"복마금패","","",""
27816,"복마금패","","",""
27817,"복마금패","","",""
27818,"복마금패","","",""
27819,"복마금패","","",""
27820,"복마금패","","",""
27821,"복마금패","","",""
27822,"복마금패","","",""
27823,"복마금패","","",""
27824,"복마금패","","",""
27825,"복마금패","","",""
27826,"복마금패","","",""
27827,"복마금패","","",""
27828,"복마금패","","",""
27829,"복마금패","","",""
27830,"복마금패","","",""
27831,"복마금패","","",""
27832,"혈광옥패","","",""
27833,"혈광옥패","","",""
27834,"혈광옥패","","",""
27835,"혈광옥패","","",""
27836,"혈광옥패","","",""
27837,"혈광옥패","","",""
27838,"혈광옥패","","",""
27839,"혈광옥패","","",""
27840,"혈광옥패","","",""
27841,"용아보패","","",""
27842,"용아보패","","",""
27843,"용아보패","","",""
27844,"용아보패","","",""
27845,"용아보패","","",""
27846,"용아보패","","",""
27847,"용아보패","","",""
27848,"용아보패","","",""
27849,"홍안보옥","","",""
27850,"홍안보옥","","",""
27851,"홍안보옥","","",""
27852,"홍안보옥","","",""
27853,"홍안보옥","","",""
27854,"홍안보옥","","",""
27855,"홍안보옥","","",""
27856,"법령주","","",""
27857,"법령주","","",""
27858,"법령주","","",""
27859,"법령주","","",""
27860,"법령주","","",""
27861,"법령주","","",""
27862,"패령옥패","","",""
27863,"패령옥패","","",""
27864,"패령옥패","","",""
27865,"패령옥패","","",""
27866,"패령옥패","","",""
27867,"삼성보주","","",""
27868,"삼성보주","","",""
27869,"삼성보주","","",""
27870,"삼성보주","","",""
27871,"녹옥보주","","",""
27872,"녹옥보주","","",""
27873,"녹옥보주","","",""
27874,"칠보금환","","",""
27875,"칠보금환","","",""
27876,"칠보금환","","",""
27877,"칠보금환","","",""
27878,"칠보금환","","",""
27879,"칠보금환","","",""
27880,"칠보금환","","",""
27881,"칠보금환","","",""
27882,"칠보금환","","",""
27883,"칠보금환","","",""
27884,"칠보금환","","",""
27885,"칠보금환","","",""
27886,"칠보금환","","",""
27887,"칠보금환","","",""
27888,"칠보금환","","",""
27889,"칠보금환","","",""
27890,"칠보금환","","",""
27891,"칠보금환","","",""
27892,"칠보금환","","",""
27893,"칠보금환","","",""
27894,"칠보금환","","",""
27895,"낭문지환","","",""
27896,"낭문지환","","",""
27897,"낭문지환","","",""
27898,"낭문지환","","",""
27899,"낭문지환","","",""
27900,"낭문지환","","",""
27901,"낭문지환","","",""
27902,"낭문지환","","",""
27903,"낭문지환","","",""
27904,"오절금환","","",""
27905,"오절금환","","",""
27906,"오절금환","","",""
27907,"오절금환","","",""
27908,"오절금환","","",""
27909,"오절금환","","",""
27910,"오절금환","","",""
27911,"오절금환","","",""
27912,"청성지환","","",""
27913,"청성지환","","",""
27914,"청성지환","","",""
27915,"청성지환","","",""
27916,"청성지환","","",""
27917,"청성지환","","",""
27918,"청성지환","","",""
27919,"호문지환","","",""
27920,"호문지환","","",""
27921,"호문지환","","",""
27922,"호문지환","","",""
27923,"호문지환","","",""
27924,"호문지환","","",""
27925,"현경지환","","",""
27926,"현경지환","","",""
27927,"현경지환","","",""
27928,"현경지환","","",""
27929,"현경지환","","",""
27930,"벽룡지환","","",""
27931,"벽룡지환","","",""
27932,"벽룡지환","","",""
27933,"벽룡지환","","",""
27934,"청옥지환","","",""
27935,"청옥지환","","",""
27936,"청옥지환","","",""
28501,"묵광태도","","",""
28502,"쌍수용섬","","",""
28503,"동백사현","","",""
28504,"상운무의","","",""
28505,"상운흑피화","","",""
28506,"북풍호완","","",""
28507,"홍옥지환","","",""
28508,"풍문보주","","",""
28509,"흑령태도","","",""
28510,"혈경쌍섬","","",""
28511,"설벽오현","","",""
28512,"화천무의","","",""
28513,"화천흑피화","","",""
28514,"화천호완","","",""
28515,"순금지환","","",""
28516,"금령주","","",""
28517,"묵섬태도","","",""
28518,"자웅호령극","","",""
28519,"동목오현","","",""
28520,"흑룡무의","","",""
28521,"흑룡흑피화","","",""
28522,"흑룡호완","","",""
28523,"옥령지환","","",""
28524,"홍옥보주","","",""
28525,"이형태도","","",""
28526,"회랑쌍섬","","",""
28527,"태극오현","","",""
28528,"흑봉경갑","","",""
28529,"흑봉흑피화","","",""
28530,"흑봉호완","","",""
28531,"호문지환","","",""
28532,"법령주","","",""
28533,"흑룡태도","","",""
28534,"자웅쌍극","","",""
28535,"제천사형","","",""
28536,"독패경감","","",""
28537,"독패갑개화","","",""
28538,"독패호완","","",""
28539,"청성지환","","",""
28540,"홍안보옥","","",""
28541,"벽창일월도","","",""
28542,"패혼쌍섬","","",""
28543,"장문오현","","",""
28544,"북성무의갑","","",""
28545,"북성갑개화","","",""
28546,"북성호완","","",""
28547,"오절금환","","",""
28548,"용아보패","","",""
28549,"패왕사령도","","",""
28550,"자웅천살극","","",""
28551,"양양오현","","",""
