id, Name, Level, Clan, QuestNumber, NextQuest, Unknown4, Unknown4a, Unknown5, InQuestDestPacket1, Unknown7, Unknown8, FromNPCID, Unknown10, Unknown11, Unknown12, Unknown13, Unknown14, ToNPCID, MonsterID, Value, Unknown17, Unknown18, RewardType, RewardValue, Text1, Text2, Text3, Text4, Text5, Text6, Text7, Text8, Text9, Text10
--,,,,,,,,,,,,,,,,,,,,,,,,,"already left for Wargo Valley.","","","","","","","ending like such.. He, he, he.","Go and rest until I call for you.",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"You too, go to Wargo Valley and help them out.","","","","","","","Anyway, thank you for your trouble.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"In Wargo Valley, a trap formation","","","","","","","I will call for you later, so until then","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"made by the legendary Waryongja is hidden.","","","","","","","go and get some rest.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"You just need to intercept the enemies from taking","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"the machine.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Going into Wargo Valley  is not something","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"that anyone can do..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Anyhow, give it a try. ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
158,"[Pungun] Dispose of Brush Fighter Mae.",73,3,46,159,1,5,14,4985,1,1512,54,0,0,0,0,0,54,946,1,0,0,4,87341,"I found out the whereabouts of the enemy ","Mae is in front of the two large Buddha statues","","","","","","Huh Huh..","","Will you come over here for a while?"
--,,,,,,,,,,,,,,,,,,,,,,,6,50977,"that you were searching for so long.","located east of Yeoksu Village.","","","","","","How can we lose him twice..","","You of all should know he is a strong opponent."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Because you have help me out the last time, ","I don't see that you will win, but you are not the","","","","","","I don't know if you are lucky or unlucky..","","Be careful.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"I'm going to give a bit of information for free.","type to just let that happen..","","","","","","Your enemy said that he will go to Manhong","","The enemy is strong. Be careful."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Mae is killing the Jinong east side","Anyway, prepare to put your life on the line.","","","","","","Cave, so you will have another chance to meet him.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"of Yeoksu in front of two Buddha statues.","","","","","","","You must stay alive in The World of Warriors.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He put his righteous justice at risk.","","","","","","","You have to be alive in order to seek revenge.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Honestly, I don't think you will beat him.","","","","","","","What can you do when you're dead?","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"However, You are not the type to let that happen..","","","","","","","he he he..Don't think about my words too lightly","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Just go to Yeoksu Village.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Prepare yourself to put your life on the line.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
159,"[Pungun] Obtain the Blood Arachnid.",74,3,47,160,1,2,0,0,0,0,110,0,0,0,0,0,110,744,0,0,0,4,126530,"I have to ask you for a troublesome task.","Some of the Demon Spiders in Pugna Cave, ","","","","","","Uh Um.. So this is that Liver.","","Help me out for a while."
--,,,,,,,,,,,,,,,,,,,,,,,6,50729,"Just go find the Blood Arachnid.","carry the Liver.","","","","","","Thank you. I will never forget your kindness.","","You just need to obtain the Liver."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Several of our members were toxicated recently ","Find that for me.","","","","","","This is another something for your great deed.","","I'll await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"by the Blood Arachnid.","Hurry, since we do not have much time.","","","","","","I would like to stay and chat, but the members are ","","The task could be a little complicated."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Demon Spider's venom is unique so without the","","","","","","","holding on for there dear lives.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Liver, it's difficult to neutralize the poison.","","","","","","","I'll be off.  Forgive me.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Can you find that for me?","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Some one from the Blood Arachnid of Pugna Cave","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"who carries the Liver.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Hurry, since we do not have much time.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I'm sorry to ask you to do such tasks.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
160,"[Pungun] Meet Cheon of Manhong Cave.",75,3,48,161,2,7,0,0,0,0,57,0,0,0,0,0,113,0,0,0,0,4,651233,"Have you heard of Keeper of Mjolnir Cheon?","Go to Manhong Cave and find out what he wants.","","","","","","You know who I am?","The entrance to Wargo Valley is not opening?","Can you see me for a while?"
--,,,,,,,,,,,,,,,,,,,,,,,6,497,"15 years ago, he was a master of Jinong, but ","See if he is our friend or foe..","","","","","","Hmm. I thought that people will forget about after","If that's not the case, is there another reason?","Going into Manhong Cave is not an easy task."
--,,,,,,,,,,,,,,,,,,,,,,,6,138,"retired after being defeated by the Sama.","He too was a Blade one time, so he will not easily","","","","","","15 years..","There's nothing we can do. I'll find someone else.","If it's too difficult for you, give up."
--,,,,,,,,,,,,,,,,,,,,,,,,,"But he recently appeared in Manhong Cave.","show hostiltiy.","","","","","","Even a young fellow like you knows who I am..","Don't worry so much.","It will not an easy task.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"This is not something that we can just","I'm worried that to get to Manhong Cave,","","","","","","It feels strange.","You probably have your own reasons.",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"let it pass by.","you'll have to pass through Wargo Valley.","","","","","","Anyway, I am Cheon.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Since we do not know if he is a friend or foe..","","","","","","","Perhaps it is natural for the Jinong ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Anyhow, Can you go to Manhong Cave and","","","","","","","to be irritated by my existance.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"find out his intentions?","","","","","","","However, there is no need to worry.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"There is that burden of crossing through","","","","","","","I came here on a personal matter..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Wargo Valley to get to Manhong Cave..","","","","","","","I have nothing against the Jinong.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","That is only if they do not interfere","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","in my personal business..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
161,"[Pungun] Dispose of Blood Monster.",76,3,49,162,1,5,14,4294966291,0,3146,109,0,0,0,0,0,109,947,1,0,0,4,134015,"Uh Um..","I confess I can't fight off Blood Monster.","","","","","","Blood Monster..","","Help me out!!"
--,,,,,,,,,,,,,,,,,,,,,,,6,50858,"An enemy has appeared that I never expected..","Instead, you go and dispose of him.","","","","","","There are so many of this inhuman like monster","","He is stonger than I thougt. Be careful!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"That is Blood Monster of Yaoguai.","He is now at the far end of Yeoksu Village.","","","","","","in Yaoguai.","","You might be able to dispose of him.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"I am angry, but with my abilities,","Probably, he is still full of it.","","","","","","I wonder what kind character will appear.","","I'll await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"I cannot face that inhumane bastard.","","","","","","","Anyway, thank you for your trouble.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"That is why I called for you.","","","","","","","This is for you service. Please take it.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Can you dispose of him?","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Blood Monster is at far end of Yeoksu Village.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He is thinking that he is on top of the world.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
162,"[Pungun] Arrest Yiyonung of Manhong Cave.",77,3,50,163,2,5,54,1150,0,4294967096,45,0,0,0,0,0,45,943,1,0,0,4,689190,"At last, we found out the whereabouts of Yiyonung.","Yiyonung is at the southeast of Manhong Cave.","","","","","","Uh Um.. You lost Yiyonung again..?","Was it indeed too hard of a task for you..?","The time has come. Come to me."
--,,,,,,,,,,,,,,,,,,,,,,,6,497,"He is currently in Manhong Cave.","I'm worried about the fact that it will not be ","","","","","","Indeed, capturing him was too much..","Maybe I asked for a difficult favor.","Capturing him is harder than I thought."
--,,,,,,,,,,,,,,,,,,,,,,,6,138,"Of course with the sword..","easy to go into Manhong Cave..","","","","","","We are not in a situation where we can let him go.","Anyway, don't be so disappointed.","It will not be easy to go into Manhong Cave.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Killing him and bringing back the sword will be ","","","","","","","Oh well, we just had a case of bad luck.","I will look for someone else.","If it's too difficult for you, give up."
--,,,,,,,,,,,,,,,,,,,,,,,,,"great, but I'm afraid that will be impossible.","","","","","","","It's because I have underestimated the enemy..","Get some rest for a while.",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"The reason is that Yiyonung's body is already ","","","","","","","Don't worry so much.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"controlled by the sword..","","","","","","","Thank you for your trouble. Rest for a while.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He has adapted himself with the sword.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"We can not quite kill Yiyonung, so it became","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"difficult for the search team to capture him.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"You should to Manhong Cave and help the  ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"search team in capturing Yiyonung.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He's at the southeast end of Manhong Cave.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Of course, that fact that it will not be easy","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"going Manhong Cave worries me..","","","","","","","","",""
163,"[Pungun] Obtain the Large Bloody Clogs.",78,3,51,164,1,2,0,0,0,0,69,0,0,0,0,0,69,745,0,0,0,4,141715,"It is nothing other than to see if you can get ","Someone from the Magical Sword Geumgang of ","","","","","","So, this it that Large Blood Clogs.","","Anyone who will help me, come to Yongu!"
--,,,,,,,,,,,,,,,,,,,,,,,6,51110,"one medicinal item for me..","Yaoguai should have it.","","","","","","Damn it.. I had encountered many poisonous things,","","It will not be easy.."
--,,,,,,,,,,,,,,,,,,,,,,,6,493,"Do you know of  Large Bloody Clogs?","If you will be able to find it for me, ","","","","","","but this is the first with such a strong scent. ","","Waiting is really a bore.. hi hi hi."
--,,,,,,,,,,,,,,,,,,,,,,,,,"You can say it a kind of Liver from a ","I will reward you handsomely.  I promise!!","","","","","","It's a good thing that you don't get addicted by ","","Uh Um..Not yet..?"
--,,,,,,,,,,,,,,,,,,,,,,,,,"viper known as Hundred Year Old Bloody Snake.","","","","","","","smelling it, but it is so hard to bear.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"The Magical Sword Geumgang of Yaoguai","","","","","","","Ugh!! oh.. my stomach..!!","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"carries this Hundred Year Old Bloody Snake.","","","","","","","Oh. Anyway, thank you for your trouble. ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Actually it is too poisonous to be used as a ","","","","","","","This.. oh..As promised, something for your deed.. ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"medicine, but to me it is a precious medicine.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Can you find me that Large Bloody Clogs?","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I will reward you handsomely for it.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
164,"[Pungun] Dispose of Fu.",79,3,52,165,1,1,0,0,0,0,66,0,0,0,0,0,66,101,3,0,0,4,103043,"Actually, I have a natural enemy.","The Fu do not travel in groups","","","","","","AhAh.. At last.. ","","Can you help me?"
--,,,,,,,,,,,,,,,,,,,,,,,6,51239,"They are the Fu in Yeoksu.","so I know it will be difficult and time consuming","","","","","","At last, I was able to seek revenge.","","I will await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,6,494,"I remember that they slaughtered all my ","trying to find them one by one.","","","","","","Thank you so much.","","It will not be easy to find them."
--,,,,,,,,,,,,,,,,,,,,,,,,,"family sometime ago.","However, I beg of you.","","","","","","I will never forget your kindness.","","Please dispose of them."
--,,,,,,,,,,,,,,,,,,,,,,,,,"I can't even dream of getting revenge on them","Kill the bastards from Yeoksu Village.","","","","","","This is something I promised. Take it.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"so I made money to hire people to take care of ","Please, don't let my life go in vain.","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"them, but all of them were killed","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"by Fu.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I wanted to give up and go on with my life, but","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"for the last time, I want to put my hopes on you.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Will you be able to dispose of them?","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I know that it will be troublesome and will take","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"a long time, but I beg of you.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I will certainly pay you well.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
165,"[Pungun] Dispose of Golden Horologe Ghost.",80,3,53,170,1,1,0,0,0,0,67,0,0,0,0,0,67,102,3,0,0,4,149628,"I've already heard it from Hwakrang.","Kill the Golden Horologe Ghost of Yeoksu.","","","","","","Thank you. I'll be able to face my wife and child","","Will you see me for a while?"
--,,,,,,,,,,,,,,,,,,,,,,,6,497,"The thing about you seeking revenge for her.","I will certainly reward you handsomely.","","","","","","with dignity..","","Certainly.. Dispose of them."
--,,,,,,,,,,,,,,,,,,,,,,,6,495,"Um.. It is not easy to say this, but","You will be able to grant me my wish.","","","","","","How can this world be so cruel to those ","","It doesn't seem easy in finding them.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"actually, I have a similar past as she does.","","","","","","","who are weak..","","I will await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Here in Yongu, almost everyone shares","","","","","","","Everyone is saying that their ultimate ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"a past that they are shamed to say.","","","","","","","object is justice, but you are the only one who ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I too have lost my wife and child to those","","","","","","","understand and seems interested in our","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Golden Horologe Ghost and I hired many people","","","","","","","sorrow and pain.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"to have them taken care of, but they all failed.","","","","","","","Anyway, thank you for your trouble.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I almost gave up my life thinking if I had to ","","","","","","","I will reward you handsomely as I promised.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"live like this, and also I lost my laughter ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"which earned be a name of Mubulso.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Anyway, can you seek revenge for me as well?","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I will reward you handsomely.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"They are in Yeoksu Valley right now.","","","","","","","","",""
166,"[Nogeom] Subjugate the One Armed Swordsman.",81,1,57,167,1,1,0,0,0,0,1,0,0,0,0,0,1,103,90,0,0,4,153664,"Do you know the One Armed Swordsman of Yaoguai?","I know about the One Armed Swordsman best.","","","","","","Thank you for your trouble.","","I need a word with you."
--,,,,,,,,,,,,,,,,,,,,,,,6,138,"They are spiteful people who cut off their own arm ","Go to Berim forest now and subjugate them.","","","","","","There are more enemies than we have expected.","","It will not be that difficult."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"in order to attain the Ultimate Sword.","Since the warriors of castle has left already, ","","","","","","The appearance of One Armed Swordsman means","","It's complicated since there are so many of them."
--,,,,,,,,,,,,,,,,,,,,,,,,,"15 years ago, during the War of Heavenly Deities,","it should not be that difficult. ","","","","","","that there will be a bloody war soon.","","I will wait for good news in castle."
--,,,,,,,,,,,,,,,,,,,,,,,,,"they had viciously slaughtered many people.","","","","","","","I'm saying this now, but your mother was almosted","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"They appeared in Berim forest in a large scale.","","","","","","","killed by the Onearmed Swordsman.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"We thought they were all killed fifteen years ago.","","","","","","","I don't know if you remember, but you mother's ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"As long as they are back, we can't let them","","","","","","","condition then, could not be dealt in anyway..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"slaughtering people like the last time..","","","","","","","All I could do was to take you in and promise her","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Go to Berim forest and kill those bastards.","","","","","","","that I will raise you to be a great person.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"The warriors of castle has left already so if you","","","","","","","That was all.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"leave now you'll be able to catch up with them.","","","","","","","Please do your best so that putting my life on ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","the line for you will be worth it, understand..?","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","There's more to tell, but I'm busy too, so let us","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","talk about the rest later.","",""
167,"[Nogeom] Obstruct Blue Toad Grunt.",82,1,58,172,1,1,0,0,0,0,68,0,0,0,0,0,68,111,3,0,0,4,89101,"Glad you could come.","The Grunt of Blue Toad is in Berim forest now.","","","","","","oh oh.. Thank you for your trouble.","","Can you see me for a while?"
--,,,,,,,,,,,,,,,,,,,,,,,4,157755,"There is something I want you to do for me.","Please accept his request.","","","","","","I may have asked you to do something too dangerous","","It will be a difficult task."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"A friend of mine with a sad story had requested","Fornately, he has saved a lot of money, ","","","","","","but it seems that you have finished your task.","","It could be hard since they don't travel together."
--,,,,,,,,,,,,,,,,,,,,,,,,,"a favor.","and he said that he will reward you handsomely.","","","","","","Indeed, I pick the right person.","","I'll await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"The story of you seeking revenge for Hwakrang and ","","","","","","","This is the money that my frien gave me.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Mubulso sometime ago, is known throught ","","","","","","","It is something for your deed, so don't refuse","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Yongu. So to that matter..","","","","","","","and accept it.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"As for my friend, his family too were killed","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"by the Grunt of Blue Toad..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"To seek revenge, he even learned the","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"military art, but became crippled by them.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Fortunately, he has a lot of money saved up.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He ask me to hire you.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"To wipe out the Blue Toad in Berim forest.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Please accept his request.","","","","","","","","",""
168,"[Nogeom] Dispose of Qi Yildo",81,2,57,169,1,5,10,126,5,4294964159,22,0,0,0,0,0,22,948,1,0,0,4,153664,"I sure you know Yildo of Qi. He's from the Talent","He was a friend before, but he is your enemy now.","","","","","","Good work.","","I need a word with you."
--,,,,,,,,,,,,,,,,,,,,,,,6,138,"Training School just like you and your rival..","To a killer, a past sentiment is useless.","","","","","","Everyone has a goal in his life, but occasionally","","Remember, sentiments are useless to killers."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Although remembered to have the equal ability ","Yildo is hiding at the deserted house south side ","","","","","","you will have to use them as a stepping stone.","","I will await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"as you do..","of Gemsaha Desert on a mission. ","","","","","","It's the way of the World of Warriors.","","He is equally skilled as you are.. Look sharp!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"That Yildo is now the hench of Jinrip, who ","","","","","","","Perhaps, it can be a difficult task for you.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"is one of the executive official of Qi.","","","","","","","Anyhow, those old geezers of Qi will not be","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Jinrip is an individual that must be eliminated","","","","","","","able to sleep at night due to this.  Ha, ha, ha.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"for the sake of Fujin.","","","","","","","However, Its too late for any regrets.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"In order to get rid of him, we first need to ","","","","","","","I was patient enough..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"dispose of Yildo.","","","","","","","I will call for you soon.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He seems to be on a mission and is staying at a ","","","","","","","Until then, get some rest.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Deserted House south side of Gemsaha Desert.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Even if he is an old friend, an enemy can","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"not be of an existance.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Go and dispose of him this instant.","","","","","","","","",""
169,"[Nogeom] Obstruct Blue Toad Grunt.",82,2,58,182,1,1,0,0,0,0,68,0,0,0,0,0,68,122,3,0,0,4,89101,"Glad you could come.","Grunt of Blue Toads is in Gemsaha Desert now.","","","","","","oh oh.. Thank you for your trouble.","","Can you see me for a while?"
--,,,,,,,,,,,,,,,,,,,,,,,4,157755,"There is one favor to ask of you..","Please accept his request.","","","","","","I may have asked you to do something too dangerous","","It will be a difficult task."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"A friend of mine with a sad story had requested","Fornately, he has saved a lot of money, ","","","","","","but it seems that you have finished your task.","","It'll be hard since they don't travel together."
--,,,,,,,,,,,,,,,,,,,,,,,,,"a favor.","and he said that he will reward you handsomely.","","","","","","Indeed, I pick the right person.","","I'll await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Your seeking revenge for Hwakrang and Mubulso ","","","","","","","This is the money that my frien gave me.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"sometime ago, is known throught ","","","","","","","It is something for your deed, so don't refuse","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Yongu. So to that matter..","","","","","","","and accept it.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"As for my friend, his family too were killed","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"by the Grunt of Blue Toad..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"To have his revenge, he even learned the","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"military art, but became crippled by them.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Fortunately, he has a lot of money saved up.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He ask me to hire you.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"To wipe out the Blue Toad in Gemsaha Desert.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Please accept his request.","","","","","","","","",""
170,"[Nogeom] Dispose of Fighter King Sulsiun.",81,3,54,170,1,5,15,764,209,4294964796,45,0,0,0,0,0,45,949,1,0,0,4,153664,"There is one more thing that you have to do.","That woman, She is currently at the Deserted House","","","","","","Good work. ","","Come and see me."
--,,,,,,,,,,,,,,,,,,,,,,,6,138,"That women known as the Okju of Biseorok, has","on the south side of Bulmungok Valley.","","","","","","Thanks to you the search team were able to advance ","","Since it is a strong opponent, be careful.."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"returned and is blocking the our search team.","I want you to stop her from interfering so that","","","","","","and succeed in pursuing the sword's whereabouts.","","Distracting her should be enought."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Who is she to keep interfering in our","so that the search team can find the sword.","","","","","","But her concentration is stronger that I thought.","","I will await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"concern of the sword?!!","You are quite ready to face such a master martial","","","","","","There are many enemies that have their eyes on the ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"She's a good martial artist so there is nothing we","artist, so just buy them some time.","","","","","","sword and having her as an enemy is really a pain.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"can do and I'll telling she is quite an annoyance.","","","","","","","Uh Um.. It is getting worse and worse.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Anyway, keep her from interfering in our pursue of ","","","","","","","Anyhow, Go and get some rest now.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Yiyonung.","","","","","","","I will go to our lord and ask about ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Since your skills has elevated more ","","","","","","","our counterplans for the future.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"than before, you will not have difficulty ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"in evading her.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"She is at the Deserted House on the south side","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"of Bulmun Valley now.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
